Date,Tournament,Surface,Rd,Rk,vRk,meta_info,Score,Observed Player Name,Opponent Player Name,Observed Player W/L,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
1‑Jul‑2019,Wimbledon,Grass,QF,1,23,(1)Djokovic d. (21)David Goffin [BEL],6-4 6-0 6-2,Novak Djokovic,David Goffin,W,(ch),1.47,3.6%,3.6%,59.0%,75.5%,50.0%,5/6,1:57
1‑Jul‑2019,Wimbledon,Grass,R16,1,66,(1)Djokovic d. Ugo Humbert [FRA],6-3 6-2 6-3,Novak Djokovic,Ugo Humbert,W,(ch),2.16,4.5%,1.5%,69.7%,78.3%,80.0%,0/0,1:42
1‑Jul‑2019,Wimbledon,Grass,R32,1,48,(1)Djokovic d. Hubert Hurkacz [POL],7-5 6-7(5) 6-1 6-4,Novak Djokovic,Hubert Hurkacz,W,(ch),1.31,6.8%,6.1%,65.9%,81.6%,51.1%,3/3,3:00
1‑Jul‑2019,Wimbledon,Grass,R64,1,111,(1)Djokovic d. Denis Kudla [USA],6-3 6-2 6-2,Novak Djokovic,Denis Kudla,W,(ch),1.88,17.8%,2.7%,67.1%,79.6%,54.2%,3/5,1:33
1‑Jul‑2019,Wimbledon,Grass,R128,1,57,(1)Djokovic d. Philipp Kohlschreiber [GER],6-3 7-5 6-3,Novak Djokovic,Philipp Kohlschreiber,W,(ch),1.80,15.8%,3.9%,65.8%,84.0%,57.7%,3/5,2:03
27‑May‑2019,Roland Garros,Clay,SF,1,4,(4)Dominic Thiem [AUT] d. (1)Djokovic,6-2 3-6 7-5 5-7 7-5,Novak Djokovic,Dominic Thiem,L,(ch),0.90,3.4%,2.3%,75.1%,62.4%,47.7%,13/22,4:13
27‑May‑2019,Roland Garros,Clay,QF,1,5,(1)Djokovic d. (5)Alexander Zverev [GER],7-5 6-2 6-2,Novak Djokovic,Alexander Zverev,W,,1.46,1.2%,4.7%,64.0%,80.0%,51.6%,7/8,2:09
27‑May‑2019,Roland Garros,Clay,R16,1,45,(1)Djokovic d. Jan Lennard Struff [GER],6-3 6-2 6-2,Novak Djokovic,Jan Lennard Struff,W,,2.11,8.7%,4.3%,62.3%,86.0%,69.2%,1/1,1:33
27‑May‑2019,Roland Garros,Clay,R32,1,147,(1)Djokovic d. (Q)Salvatore Caruso [ITA],6-3 6-3 6-2,Novak Djokovic,Salvatore Caruso,W,,1.85,10.7%,0.0%,69.3%,84.6%,52.2%,5/5,2:04
27‑May‑2019,Roland Garros,Clay,R64,1,104,(1)Djokovic d. (LL)Henri Laaksonen [SUI],6-1 6-4 6-3,Novak Djokovic,Henri Laaksonen,W,,1.65,6.1%,3.0%,66.7%,81.8%,54.5%,0/1,1:33
27‑May‑2019,Roland Garros,Clay,R128,1,44,(1)Djokovic d. Hubert Hurkacz [POL],6-4 6-2 6-2,Novak Djokovic,Hubert Hurkacz,W,(ch),2.36,9.5%,1.6%,69.8%,81.8%,73.7%,1/2,1:36
13‑May‑2019,Rome Masters,Clay,F,1,2,(2)Rafael Nadal [ESP] d. (1)Djokovic,6-0 4-6 6-1,Novak Djokovic,Rafael Nadal,L,(ch),0.63,7.3%,1.0%,75.0%,59.7%,29.2%,11/17,2:25
13‑May‑2019,Rome Masters,Clay,SF,1,24,(1)Djokovic d. Diego Schwartzman [ARG],6-3 6-7(2) 6-3,Novak Djokovic,Diego Schwartzman,W,(ch),1.05,2.0%,1.0%,65.7%,69.2%,61.8%,2/4,2:31
13‑May‑2019,Rome Masters,Clay,QF,1,9,(1)Djokovic d. (7)Juan Martin Del Potro [ARG],4-6 7-6(6) 6-4,Novak Djokovic,Juan Martin Del Potro,W,(ch),1.15,6.1%,3.0%,67.7%,67.2%,71.9%,5/7,3:01
13‑May‑2019,Rome Masters,Clay,R16,1,56,(1)Djokovic d. Philipp Kohlschreiber [GER],6-3 6-0,Novak Djokovic,Philipp Kohlschreiber,W,,1.78,3.7%,5.6%,61.1%,75.8%,61.9%,3/3,1:02
13‑May‑2019,Rome Masters,Clay,R32,1,22,(1)Djokovic d. Denis Shapovalov [CAN],6-1 6-3,Novak Djokovic,Denis Shapovalov,W,,2.54,2.5%,0.0%,80.0%,87.5%,50.0%,0/0,1:06
6‑May‑2019,Madrid Masters,Clay,F,1,9,(1)Djokovic d. (8)Stefanos Tsitsipas [GRE],6-3 6-4,Novak Djokovic,Stefanos Tsitsipas,W,(ch),1.43,3.4%,0.0%,67.8%,77.5%,57.9%,0/0,1:32
6‑May‑2019,Madrid Masters,Clay,SF,1,5,(1)Djokovic d. (5)Dominic Thiem [AUT],7-6(2) 7-6(4),Novak Djokovic,Dominic Thiem,W,(ch),1.11,3.3%,1.1%,61.1%,74.5%,45.7%,7/10,2:22
6‑May‑2019,Madrid Masters,Clay,QF,1,11,(1)Djokovic d. (9)Marin Cilic [CRO],W/O,Novak Djokovic,Marin Cilic,W,,,,,,,,,
6‑May‑2019,Madrid Masters,Clay,R16,1,47,(1)Djokovic d. Jeremy Chardy [FRA],6-1 7-6(2),Novak Djokovic,Jeremy Chardy,W,,1.52,6.5%,3.2%,67.7%,83.3%,60.0%,4/4,1:25
6‑May‑2019,Madrid Masters,Clay,R32,1,57,(1)Djokovic d. (Q)Taylor Fritz [USA],6-4 6-2,Novak Djokovic,Taylor Fritz,W,,2.40,15.2%,4.3%,73.9%,85.3%,75.0%,1/1,1:05
15‑Apr‑2019,Monte Carlo Masters,Clay,QF,1,14,(10)Daniil Medvedev [RUS] d. (1)Djokovic,6-3 4-6 6-2,Novak Djokovic,Daniil Medvedev,L,(ch),0.80,4.4%,3.3%,53.8%,65.3%,47.6%,5/10,2:20
15‑Apr‑2019,Monte Carlo Masters,Clay,R16,1,65,(1)Djokovic d. Taylor Fritz [USA],6-3 6-0,Novak Djokovic,Taylor Fritz,W,,1.57,6.8%,6.8%,52.3%,69.6%,57.1%,1/2,1:08
15‑Apr‑2019,Monte Carlo Masters,Clay,R32,1,40,(1)Djokovic d. Philipp Kohlschreiber [GER],6-3 4-6 6-4,Novak Djokovic,Philipp Kohlschreiber,W,,1.08,0.8%,6.8%,61.9%,64.4%,48.9%,12/16,2:36
18‑Mar‑2019,Miami Masters,Hard,R16,1,25,(22)Roberto Bautista Agut [ESP] d. (1)Djokovic,1-6 7-5 6-3,Novak Djokovic,Roberto Bautista Agut,L,,1.00,5.7%,4.6%,57.5%,64.0%,48.6%,3/7,2:29
18‑Mar‑2019,Miami Masters,Hard,R32,1,83,(1)Djokovic d. Federico Delbonis [ARG],7-5 4-6 6-1,Novak Djokovic,Federico Delbonis,W,,1.38,3.9%,3.9%,68.8%,77.4%,50.0%,1/4,2:00
18‑Mar‑2019,Miami Masters,Hard,R64,1,81,(1)Djokovic d. Bernard Tomic [AUS],7-6(2) 6-2,Novak Djokovic,Bernard Tomic,W,,1.57,19.0%,5.2%,62.1%,80.6%,63.6%,0/1,1:13
4‑Mar‑2019,Indian Wells Masters,Hard,R32,1,39,Philipp Kohlschreiber [GER] d. (1)Djokovic,6-4 6-4,Novak Djokovic,Philipp Kohlschreiber,L,(ch),0.87,3.6%,5.4%,66.1%,67.6%,42.1%,1/4,1:38
4‑Mar‑2019,Indian Wells Masters,Hard,R64,1,128,(1)Djokovic d. (Q)Bjorn Fratangelo [USA],7-6(5) 6-2,Novak Djokovic,Bjorn Fratangelo,W,,1.77,4.9%,0.0%,60.7%,75.7%,70.8%,1/2,1:29
14‑Jan‑2019,Australian Open,Hard,F,1,2,(1)Djokovic d. (2)Rafael Nadal [ESP],6-3 6-2 6-3,Novak Djokovic,Rafael Nadal,W,(ch),2.40,11.6%,0.0%,72.5%,80.0%,84.2%,1/1,2:04
14‑Jan‑2019,Australian Open,Hard,SF,1,31,(1)Djokovic d. (28)Lucas Pouille [FRA],6-0 6-2 6-2,Novak Djokovic,Lucas Pouille,W,(ch),3.40,11.3%,0.0%,71.7%,84.2%,86.7%,0/0,1:23
14‑Jan‑2019,Australian Open,Hard,QF,1,9,(1)Djokovic d. (8)Kei Nishikori [JPN],6-1 4-1 RET,Novak Djokovic,Kei Nishikori,W,(ch),4.01,6.9%,3.4%,69.0%,85.0%,88.9%,0/0,0:52
14‑Jan‑2019,Australian Open,Hard,R16,1,19,(1)Djokovic d. (15)Daniil Medvedev [RUS],6-4 6-7(5) 6-2 6-3,Novak Djokovic,Daniil Medvedev,W,(ch),1.21,4.8%,4.0%,66.7%,72.6%,50.0%,7/9,3:15
14‑Jan‑2019,Australian Open,Hard,R32,1,27,(1)Djokovic d. (25)Denis Shapovalov [CAN],6-3 6-4 4-6 6-0,Novak Djokovic,Denis Shapovalov,W,(ch),1.54,5.6%,4.4%,61.1%,74.5%,62.9%,2/5,2:22
14‑Jan‑2019,Australian Open,Hard,R64,1,177,(1)Djokovic d. (WC)Jo Wilfried Tsonga [FRA],6-3 7-5 6-4,Novak Djokovic,Jo Wilfried Tsonga,W,,1.46,13.8%,1.1%,70.1%,73.8%,69.2%,3/5,2:04
14‑Jan‑2019,Australian Open,Hard,R128,1,230,(1)Djokovic d. (Q)Mitchell Krueger [USA],6-3 6-2 6-2,Novak Djokovic,Mitchell Krueger,W,,2.30,9.2%,3.1%,73.8%,85.4%,58.8%,1/2,2:03
31‑Dec‑2018,Doha,Hard,SF,1,24,(7)Roberto Bautista Agut [ESP] d. (1)Djokovic,3-6 7-6(6) 6-4,Novak Djokovic,Roberto Bautista Agut,L,(ch),0.83,7.9%,2.6%,63.2%,66.7%,64.3%,6/8,2:35
31‑Dec‑2018,Doha,Hard,QF,1,21,(1)Djokovic d. (5)Nikoloz Basilashvili [GEO],4-6 6-3 6-4,Novak Djokovic,Nikoloz Basilashvili,W,(ch),1.08,8.1%,3.5%,66.3%,71.9%,51.7%,3/6,1:56
31‑Dec‑2018,Doha,Hard,R16,1,36,(1)Djokovic d. Marton Fucsovics [HUN],4-6 6-4 6-1,Novak Djokovic,Marton Fucsovics,W,,1.38,6.7%,1.3%,70.7%,73.6%,59.1%,2/4,2:00
31‑Dec‑2018,Doha,Hard,R32,1,47,(1)Djokovic d. Damir Dzumhur [BIH],6-1 6-2,Novak Djokovic,Damir Dzumhur,W,,2.28,7.1%,4.8%,61.9%,80.8%,68.8%,0/0,0:55
12‑Nov‑2018,Tour Finals,Hard,F,1,5,(3)Alexander Zverev [GER] d. (1)Djokovic,6-4 6-3,Novak Djokovic,Alexander Zverev,L,(ch),0.67,1.8%,1.8%,59.6%,73.5%,34.8%,2/6,1:20
12‑Nov‑2018,Tour Finals,Hard,SF,1,6,(1)Djokovic d. (4)Kevin Anderson [RSA],6-2 6-2,Novak Djokovic,Kevin Anderson,W,(ch),2.79,15.4%,2.6%,69.2%,85.2%,75.0%,0/0,1:15
12‑Nov‑2018,Tour Finals,Hard,RR,1,10,(1)Djokovic d. (8)John Isner [USA],6-4 6-3,Novak Djokovic,John Isner,W,(ch),2.98,14.0%,2.3%,69.8%,86.7%,84.6%,0/0,1:13
12‑Nov‑2018,Tour Finals,Hard,RR,1,7,(1)Djokovic d. (5)Marin Cilic [CRO],7-6(7) 6-2,Novak Djokovic,Marin Cilic,W,,3.72,5.7%,0.0%,58.5%,90.3%,90.9%,0/0,1:35
12‑Nov‑2018,Tour Finals,Hard,RR,1,5,(1)Djokovic d. (3)Alexander Zverev [GER],6-4 6-1,Novak Djokovic,Alexander Zverev,W,(ch),1.71,1.9%,5.8%,61.5%,75.0%,70.0%,2/2,1:16
29‑Oct‑2018,Paris Masters,Hard,F,2,18,Karen Khachanov [RUS] d. (2)Djokovic,7-5 6-4,Novak Djokovic,Karen Khachanov,L,(ch),0.80,7.0%,1.4%,60.6%,69.8%,50.0%,5/8,1:37
29‑Oct‑2018,Paris Masters,Hard,SF,2,3,(2)Djokovic d. (3)Roger Federer [SUI],7-6(6) 5-7 7-6(3),Novak Djokovic,Roger Federer,W,(ch),1.26,7.1%,0.0%,67.3%,73.7%,75.7%,1/2,3:02
29‑Oct‑2018,Paris Masters,Hard,QF,2,7,(2)Djokovic d. (5)Marin Cilic [CRO],4-6 6-2 6-3,Novak Djokovic,Marin Cilic,W,,1.20,5.9%,5.9%,63.5%,68.5%,61.3%,3/5,2:10
29‑Oct‑2018,Paris Masters,Hard,R16,2,52,(2)Djokovic d. Damir Dzumhur [BIH],6-1 2-1 RET,Novak Djokovic,Damir Dzumhur,W,,1.83,3.6%,0.0%,64.3%,72.2%,70.0%,0/0,0:53
29‑Oct‑2018,Paris Masters,Hard,R32,2,48,(2)Djokovic d. (Q)Joao Sousa [POR],7-5 6-1,Novak Djokovic,Joao Sousa,W,,1.25,8.1%,4.1%,56.8%,73.8%,50.0%,9/10,1:33
8‑Oct‑2018,Shanghai Masters,Hard,F,3,19,(2)Djokovic d. (13)Borna Coric [CRO],6-3 6-4,Novak Djokovic,Borna Coric,W,(ch),2.33,13.5%,0.0%,61.5%,90.6%,70.0%,1/1,1:36
8‑Oct‑2018,Shanghai Masters,Hard,SF,3,5,(2)Djokovic d. (4)Alexander Zverev [GER],6-2 6-1,Novak Djokovic,Alexander Zverev,W,(ch),1.87,0.0%,2.2%,71.7%,78.8%,53.8%,0/0,1:00
8‑Oct‑2018,Shanghai Masters,Hard,QF,3,8,(2)Djokovic d. (7)Kevin Anderson [RSA],7-6(1) 6-3,Novak Djokovic,Kevin Anderson,W,,1.72,12.3%,1.5%,72.3%,85.1%,61.1%,1/1,1:43
8‑Oct‑2018,Shanghai Masters,Hard,R16,3,21,(2)Djokovic d. (16)Marco Cecchinato [ITA],6-4 6-0,Novak Djokovic,Marco Cecchinato,W,,2.67,16.7%,0.0%,81.0%,85.3%,62.5%,2/2,1:09
8‑Oct‑2018,Shanghai Masters,Hard,R32,3,41,(2)Djokovic d. Jeremy Chardy [FRA],6-3 7-5,Novak Djokovic,Jeremy Chardy,W,,1.63,7.5%,3.8%,75.5%,85.0%,46.2%,0/0,1:23
21‑Sep‑2018,Laver Cup,Hard,RR,3,9,Kevin Anderson [RSA] d. Djokovic,7-6(5) 5-7 [10-6],Novak Djokovic,Kevin Anderson,L,,,,,,,,,
27‑Aug‑2018,US Open,Hard,F,6,3,(6)Djokovic d. (3)Juan Martin Del Potro [ARG],6-3 7-6(4) 6-3,Novak Djokovic,Juan Martin Del Potro,W,(ch),1.10,0.8%,1.7%,62.7%,67.6%,59.1%,4/6,3:16
27‑Aug‑2018,US Open,Hard,SF,6,19,(6)Djokovic d. (21)Kei Nishikori [JPN],6-3 6-4 6-2,Novak Djokovic,Kei Nishikori,W,(ch),1.89,3.8%,2.6%,64.1%,80.0%,71.4%,2/2,2:23
27‑Aug‑2018,US Open,Hard,QF,6,55,(6)Djokovic d. John Millman [AUS],6-3 6-4 6-4,Novak Djokovic,John Millman,W,(ch),1.47,1.2%,4.7%,66.3%,73.7%,65.5%,1/2,2:49
27‑Aug‑2018,US Open,Hard,R16,6,68,(6)Djokovic d. Joao Sousa [POR],6-3 6-4 6-3,Novak Djokovic,Joao Sousa,W,,1.49,12.0%,1.3%,66.7%,78.0%,56.0%,0/1,2:00
27‑Aug‑2018,US Open,Hard,R32,6,25,(6)Djokovic d. (26)Richard Gasquet [FRA],6-2 6-3 6-3,Novak Djokovic,Richard Gasquet,W,,1.64,3.6%,2.4%,62.7%,75.0%,64.5%,5/5,2:11
27‑Aug‑2018,US Open,Hard,R64,6,61,(6)Djokovic d. Tennys Sandgren [USA],6-1 6-3 6-7(2) 6-2,Novak Djokovic,Tennys Sandgren,W,,1.33,5.3%,2.6%,71.1%,70.4%,57.6%,2/3,2:46
27‑Aug‑2018,US Open,Hard,R128,6,41,(6)Djokovic d. Marton Fucsovics [HUN],6-3 3-6 6-4 6-0,Novak Djokovic,Marton Fucsovics,W,,1.30,3.8%,2.9%,59.0%,74.2%,55.8%,3/5,2:59
13‑Aug‑2018,Cincinnati Masters,Hard,F,10,2,(10)Djokovic d. (2)Roger Federer [SUI],6-4 6-4,Novak Djokovic,Roger Federer,W,(ch),1.57,7.5%,3.8%,66.0%,71.4%,77.8%,0/1,1:24
13‑Aug‑2018,Cincinnati Masters,Hard,SF,10,7,(10)Djokovic d. (7)Marin Cilic [CRO],6-4 3-6 6-3,Novak Djokovic,Marin Cilic,W,(ch),1.01,8.3%,4.2%,63.5%,72.1%,42.9%,9/12,2:32
13‑Aug‑2018,Cincinnati Masters,Hard,QF,10,29,(10)Djokovic d. Milos Raonic [CAN],7-5 4-6 6-3,Novak Djokovic,Milos Raonic,W,,1.13,5.3%,0.0%,63.8%,65.0%,67.6%,5/8,2:31
13‑Aug‑2018,Cincinnati Masters,Hard,R16,10,5,(10)Djokovic d. (5)Grigor Dimitrov [BUL],2-6 6-3 6-4,Novak Djokovic,Grigor Dimitrov,W,,1.05,4.7%,1.2%,62.8%,74.1%,46.9%,2/5,2:19
13‑Aug‑2018,Cincinnati Masters,Hard,R32,10,28,(10)Djokovic d. Adrian Mannarino [FRA],4-6 6-2 6-1,Novak Djokovic,Adrian Mannarino,W,,1.22,5.4%,3.2%,52.7%,71.4%,50.0%,5/7,2:08
13‑Aug‑2018,Cincinnati Masters,Hard,R64,10,33,(10)Djokovic d. Steve Johnson [USA],6-4 7-6(4),Novak Djokovic,Steve Johnson,W,,1.28,9.7%,5.6%,63.9%,76.1%,42.3%,2/4,2:02
6‑Aug‑2018,Canada Masters,Hard,R16,10,27,Stefanos Tsitsipas [GRE] d. (9)Djokovic,6-3 6-7(5) 6-3,Novak Djokovic,Stefanos Tsitsipas,L,(ch),0.71,11.3%,4.1%,57.7%,73.2%,61.0%,8/10,2:17
6‑Aug‑2018,Canada Masters,Hard,R32,10,121,(9)Djokovic d. (WC)Peter Polansky [CAN],6-3 6-4,Novak Djokovic,Peter Polansky,W,,1.49,12.3%,3.5%,63.2%,83.3%,57.1%,0/0,1:24
6‑Aug‑2018,Canada Masters,Hard,R64,10,84,(9)Djokovic d. (LL)Mirza Basic [BIH],6-3 7-6(3),Novak Djokovic,Mirza Basic,W,,1.62,14.3%,6.3%,71.4%,75.6%,61.1%,2/4,1:30
2‑Jul‑2018,Wimbledon,Grass,F,21,8,(12)Djokovic d. (8)Kevin Anderson [RSA],6-2 6-2 7-6(3),Novak Djokovic,Kevin Anderson,W,(ch),1.46,6.4%,4.3%,72.3%,76.5%,65.4%,7/7,2:19
2‑Jul‑2018,Wimbledon,Grass,SF,21,1,(12)Djokovic d. (2)Rafael Nadal [ESP],6-4 3-6 7-6(9) 3-6 10-8,Novak Djokovic,Rafael Nadal,W,(ch),1.12,13.1%,2.3%,71.0%,76.0%,47.1%,7/11,5:15
2‑Jul‑2018,Wimbledon,Grass,QF,21,28,(12)Djokovic d. (24)Kei Nishikori [JPN],6-3 3-6 6-2 6-2,Novak Djokovic,Kei Nishikori,W,(ch),1.56,6.6%,3.3%,67.0%,85.2%,40.0%,4/7,2:35
2‑Jul‑2018,Wimbledon,Grass,R16,21,40,(12)Djokovic d. Karen Khachanov [RUS],6-4 6-2 6-2,Novak Djokovic,Karen Khachanov,W,,1.85,3.1%,1.5%,70.8%,78.3%,57.9%,1/3,1:46
2‑Jul‑2018,Wimbledon,Grass,R32,21,17,(12)Djokovic d. (21)Kyle Edmund [GBR],4-6 6-3 6-2 6-4,Novak Djokovic,Kyle Edmund,W,,1.63,17.3%,1.9%,74.0%,81.8%,55.6%,4/5,2:54
2‑Jul‑2018,Wimbledon,Grass,R64,21,126,(12)Djokovic d. Horacio Zeballos [ARG],6-1 6-2 6-3,Novak Djokovic,Horacio Zeballos,W,,2.51,24.6%,0.0%,75.4%,89.1%,53.3%,3/3,1:31
2‑Jul‑2018,Wimbledon,Grass,R128,21,57,(12)Djokovic d. Tennys Sandgren [USA],6-3 6-1 6-2,Novak Djokovic,Tennys Sandgren,W,,2.48,0.0%,3.5%,70.2%,82.5%,70.6%,0/1,1:33
18‑Jun‑2018,Queen's Club,Grass,F,22,6,(1)Marin Cilic [CRO] d. (WC)Djokovic,5-7 7-6(4) 6-3,Novak Djokovic,Marin Cilic,L,(ch),0.96,11.0%,4.6%,74.3%,76.5%,50.0%,7/8,2:57
18‑Jun‑2018,Queen's Club,Grass,SF,22,61,(WC)Djokovic d. (SE)Jeremy Chardy [FRA],7-6(5) 6-4,Novak Djokovic,Jeremy Chardy,W,,1.97,6.8%,0.0%,67.8%,82.5%,84.2%,0/0,1:32
18‑Jun‑2018,Queen's Club,Grass,QF,22,26,(WC)Djokovic d. Adrian Mannarino [FRA],7-5 6-1,Novak Djokovic,Adrian Mannarino,W,(ch),1.75,10.9%,3.6%,63.6%,82.9%,55.0%,1/2,1:18
18‑Jun‑2018,Queen's Club,Grass,R16,22,5,(WC)Djokovic d. (2)Grigor Dimitrov [BUL],6-4 6-1,Novak Djokovic,Grigor Dimitrov,W,(ch),1.90,5.8%,7.7%,65.4%,88.2%,55.6%,1/1,1:05
18‑Jun‑2018,Queen's Club,Grass,R32,22,63,(WC)Djokovic d. (Q)John Millman [AUS],6-2 6-1,Novak Djokovic,John Millman,W,,2.92,11.8%,5.9%,76.5%,92.3%,50.0%,0/0,1:05
28‑May‑2018,Roland Garros,Clay,QF,22,72,Marco Cecchinato [ITA] d. (20)Djokovic,6-3 7-6(4) 1-6 7-6(11),Novak Djokovic,Marco Cecchinato,L,(ch),1.10,3.9%,1.6%,68.5%,65.5%,55.0%,6/10,3:26
28‑May‑2018,Roland Garros,Clay,R16,22,35,(20)Djokovic d. (30)Fernando Verdasco [ESP],6-3 6-4 6-2,Novak Djokovic,Fernando Verdasco,W,,1.25,3.1%,0.0%,72.9%,62.9%,69.2%,4/5,2:25
28‑May‑2018,Roland Garros,Clay,R32,22,13,(20)Djokovic d. (13)Roberto Bautista Agut [ESP],6-4 6-7(6) 7-6(4) 6-2,Novak Djokovic,Roberto Bautista Agut,W,,1.23,7.8%,2.3%,63.3%,69.1%,55.3%,3/8,3:48
28‑May‑2018,Roland Garros,Clay,R64,22,155,(20)Djokovic d. (Q)Jaume Munar [ESP],7-6(1) 6-4 6-4,Novak Djokovic,Jaume Munar,W,(ch),1.32,3.0%,5.1%,69.7%,71.0%,60.0%,4/7,2:18
28‑May‑2018,Roland Garros,Clay,R128,22,134,(20)Djokovic d. (Q)Rogerio Dutra Silva [BRA],6-3 6-4 6-4,Novak Djokovic,Rogerio Dutra Silva,W,,1.47,7.1%,1.2%,69.4%,72.9%,53.8%,4/7,2:05
14‑May‑2018,Rome Masters,Clay,SF,18,2,(1)Rafael Nadal [ESP] d. (11)Djokovic,7-6(4) 6-3,Novak Djokovic,Rafael Nadal,L,(ch),0.85,6.3%,0.0%,71.4%,60.0%,61.1%,2/5,1:56
14‑May‑2018,Rome Masters,Clay,QF,18,24,(11)Djokovic d. Kei Nishikori [JPN],2-6 6-1 6-3,Novak Djokovic,Kei Nishikori,W,,1.21,4.3%,3.2%,67.7%,66.7%,40.0%,5/9,2:21
14‑May‑2018,Rome Masters,Clay,R16,18,41,(11)Djokovic d. Albert Ramos [ESP],6-1 7-5,Novak Djokovic,Albert Ramos,W,,1.47,1.7%,1.7%,69.5%,73.2%,55.6%,2/3,1:28
14‑May‑2018,Rome Masters,Clay,R32,18,74,(11)Djokovic d. (Q)Nikoloz Basilashvili [GEO],6-4 6-2,Novak Djokovic,Nikoloz Basilashvili,W,,1.51,7.9%,4.8%,58.7%,81.1%,57.7%,4/4,1:17
14‑May‑2018,Rome Masters,Clay,R64,18,54,(11)Djokovic d. Alexandr Dolgopolov [UKR],6-1 6-3,Novak Djokovic,Alexandr Dolgopolov,W,,2.13,13.3%,0.0%,66.7%,80.0%,66.7%,1/1,0:55
7‑May‑2018,Madrid Masters,Clay,R32,12,22,Kyle Edmund [GBR] d. (10)Djokovic,6-3 2-6 6-3,Novak Djokovic,Kyle Edmund,L,,0.98,3.0%,3.0%,71.6%,68.8%,47.4%,1/5,1:42
7‑May‑2018,Madrid Masters,Clay,R64,12,20,(10)Djokovic d. Kei Nishikori [JPN],7-5 6-4,Novak Djokovic,Kei Nishikori,W,,1.13,8.2%,6.8%,63.0%,71.7%,48.1%,5/6,1:59
23‑Apr‑2018,Barcelona,Clay,R32,12,140,(Q)Martin Klizan [SVK] d. (6)Djokovic,6-2 1-6 6-3,Novak Djokovic,Martin Klizan,L,,1.09,8.2%,3.3%,78.7%,70.8%,53.8%,0/3,1:39
16‑Apr‑2018,Monte Carlo Masters,Clay,R16,13,7,(5)Dominic Thiem [AUT] d. (9)Djokovic,6-7(2) 6-2 6-3,Novak Djokovic,Dominic Thiem,L,(ch),0.85,2.6%,1.8%,63.2%,63.9%,47.6%,5/10,2:29
16‑Apr‑2018,Monte Carlo Masters,Clay,R32,13,39,(9)Djokovic d. Borna Coric [CRO],7-6(2) 7-5,Novak Djokovic,Borna Coric,W,(ch),1.18,5.4%,1.1%,65.2%,66.7%,56.3%,6/9,2:15
16‑Apr‑2018,Monte Carlo Masters,Clay,R64,13,93,(9)Djokovic d. (Q)Dusan Lajovic [SRB],6-0 6-1,Novak Djokovic,Dusan Lajovic,W,(ch),2.31,2.2%,4.4%,62.2%,82.1%,52.9%,4/4,0:56
19‑Mar‑2018,Miami Masters,Hard,R64,12,47,Benoit Paire [FRA] d. (9)Djokovic,6-3 6-4,Novak Djokovic,Benoit Paire,L,,0.67,3.6%,5.5%,61.8%,52.9%,61.9%,4/8,1:07
5‑Mar‑2018,Indian Wells Masters,Hard,R64,13,109,(Q)Taro Daniel [JPN] d. (10)Djokovic,7-6(3) 4-6 6-1,Novak Djokovic,Taro Daniel,L,,1.00,4.3%,4.3%,63.8%,65.0%,52.9%,8/11,2:30
15‑Jan‑2018,Australian Open,Hard,R16,14,58,Hyeon Chung [KOR] d. (14)Djokovic,7-6(4) 7-5 7-6(3),Novak Djokovic,Hyeon Chung,L,,0.92,1.5%,6.9%,62.3%,65.4%,38.8%,4/10,3:21
15‑Jan‑2018,Australian Open,Hard,R32,14,22,(14)Djokovic d. (21)Albert Ramos [ESP],6-2 6-3 6-3,Novak Djokovic,Albert Ramos,W,,1.41,2.3%,3.4%,63.2%,80.0%,50.0%,6/6,2:21
15‑Jan‑2018,Australian Open,Hard,R64,14,39,(14)Djokovic d. Gael Monfils [FRA],4-6 6-3 6-1 6-3,Novak Djokovic,Gael Monfils,W,(ch),1.29,4.3%,9.4%,65.8%,72.7%,45.0%,5/8,2:45
15‑Jan‑2018,Australian Open,Hard,R128,14,63,(14)Djokovic d. Donald Young [USA],6-1 6-2 6-4,Novak Djokovic,Donald Young,W,,2.04,6.1%,1.5%,57.6%,78.9%,71.4%,1/2,1:51
3‑Jul‑2017,Wimbledon,Grass,QF,4,15,(11)Tomas Berdych [CZE] d. (2)Djokovic,7-6(2) 2-0 RET,Novak Djokovic,Tomas Berdych,L,,0.62,2.1%,0.0%,83.0%,64.1%,50.0%,0/1,1:03
3‑Jul‑2017,Wimbledon,Grass,R16,4,51,(2)Djokovic d. Adrian Mannarino [FRA],6-2 7-6(5) 6-4,Novak Djokovic,Adrian Mannarino,W,,1.40,4.3%,2.2%,74.2%,71.0%,66.7%,1/2,2:13
3‑Jul‑2017,Wimbledon,Grass,R32,4,589,(2)Djokovic d. Ernests Gulbis [LAT],6-4 6-1 7-6(2),Novak Djokovic,Ernests Gulbis,W,,1.56,6.7%,1.1%,62.9%,78.6%,63.6%,3/4,2:11
3‑Jul‑2017,Wimbledon,Grass,R64,4,136,(2)Djokovic d. Adam Pavlasek [CZE],6-2 6-2 6-1,Novak Djokovic,Adam Pavlasek,W,,2.36,6.7%,1.7%,68.3%,80.5%,73.7%,1/1,1:33
3‑Jul‑2017,Wimbledon,Grass,R128,4,47,(2)Djokovic d. Martin Klizan [SVK],6-3 2-0 RET,Novak Djokovic,Martin Klizan,W,,2.00,21.2%,6.1%,69.7%,87.0%,50.0%,0/0,0:40
