Date,Tournament,Surface,Rd,Rk,vRk,meta_info,Score,Observed Player Name,Opponent Player Name,Observed Player W/L,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
8‑Apr‑2024,Monte Carlo Masters,Clay,SF,1,10,(8)Casper Ruud [NOR] d. (1)Djokovic,6-4 1-6 6-4,Novak Djokovic,Casper Ruud,L,(ch),1.19,3.8%,2.5%,58.2%,67.4%,57.6%,3/7,2:17
8‑Apr‑2024,Monte Carlo Masters,Clay,QF,1,11,(1)Djokovic d. (11)Alex De Minaur [AUS],7-5 6-4,Novak Djokovic,Alex De Minaur,W,(ch),1.24,3.1%,1.6%,65.6%,64.3%,59.1%,4/7,2:04
8‑Apr‑2024,Monte Carlo Masters,Clay,R16,1,24,(1)Djokovic d. Lorenzo Musetti [ITA],7-5 6-3,Novak Djokovic,Lorenzo Musetti,W,(ch),1.30,4.5%,3.0%,68.7%,67.4%,52.4%,3/6,1:58
8‑Apr‑2024,Monte Carlo Masters,Clay,R32,1,41,(1)Djokovic d. Roman Safiullin [RUS],6-1 6-2,Novak Djokovic,Roman Safiullin,W,(ch),3.16,2.9%,0.0%,64.7%,77.3%,91.7%,0/0,1:10
4‑Mar‑2024,Indian Wells Masters,Hard,R32,1,123,(LL)Luca Nardi [ITA] d. (1)Djokovic,6-4 3-6 6-3,Novak Djokovic,Luca Nardi,L,(ch),1.00,4.2%,1.1%,60.0%,77.2%,42.1%,8/11,2:20
4‑Mar‑2024,Indian Wells Masters,Hard,R64,1,69,(1)Djokovic d. Aleksandar Vukic [AUS],6-2 5-7 6-3,Novak Djokovic,Aleksandar Vukic,W,(ch),1.52,14.5%,6.6%,60.5%,82.6%,53.3%,4/6,2:10
15‑Jan‑2024,Australian Open,Hard,SF,1,4,(4)Jannik Sinner [ITA] d. (1)Djokovic,6-1 6-2 6-7(6) 6-3,Novak Djokovic,Jannik Sinner,L,(ch),0.64,6.0%,3.4%,68.1%,67.1%,45.9%,6/11,3:22
15‑Jan‑2024,Australian Open,Hard,QF,1,12,(1)Djokovic d. (12)Taylor Fritz [USA],7-6(3) 4-6 6-2 6-3,Novak Djokovic,Taylor Fritz,W,(ch),1.54,17.4%,2.6%,62.6%,81.9%,58.1%,4/6,3:45
15‑Jan‑2024,Australian Open,Hard,R16,1,19,(1)Djokovic d. (20)Adrian Mannarino [FRA],6-0 6-0 6-3,Novak Djokovic,Adrian Mannarino,W,(ch),2.31,24.6%,7.2%,69.6%,81.3%,61.9%,3/3,1:44
15‑Jan‑2024,Australian Open,Hard,R32,1,32,(1)Djokovic d. (30)Tomas Martin Etcheverry [ARG],6-3 6-3 7-6(2),Novak Djokovic,Tomas Martin Etcheverry,W,,1.72,11.9%,0.0%,67.9%,86.0%,59.3%,0/0,2:28
15‑Jan‑2024,Australian Open,Hard,R64,1,43,(1)Djokovic d. Alexei Popyrin [AUS],6-3 4-6 7-6(4) 6-3,Novak Djokovic,Alexei Popyrin,W,,1.24,9.2%,0.0%,61.3%,82.2%,58.7%,5/7,3:11
15‑Jan‑2024,Australian Open,Hard,R128,1,187,(1)Djokovic d. (Q)Dino Prizmic [CRO],6-2 6-7(5) 6-3 6-4,Novak Djokovic,Dino Prizmic,W,(ch),1.28,8.5%,0.8%,59.7%,66.2%,61.5%,5/9,4:01
1‑Jan‑2024,United Cup,Hard,QF,1,12,Alex De Minaur [AUS] d. Djokovic,6-4 6-4,Novak Djokovic,Alex De Minaur,L,(ch),0.41,5.9%,1.5%,63.2%,69.8%,44.0%,3/5,1:33
1‑Jan‑2024,United Cup,Hard,RR,1,31,Djokovic d. Jiri Lehecka [CZE],6-1 6-7(3) 6-1,Novak Djokovic,Jiri Lehecka,W,(ch),1.54,3.8%,2.5%,61.3%,73.5%,61.3%,3/5,2:16
1‑Jan‑2024,United Cup,Hard,RR,1,58,Djokovic d. Zhizhen Zhang [CHN],6-3 6-2,Novak Djokovic,Zhizhen Zhang,W,(ch),2.10,15.2%,2.2%,60.9%,85.7%,66.7%,0/0,1:12
25‑Nov‑2023,Davis Cup Finals SF: ITA vs SRB,Hard,RR,1,4,Jannik Sinner [ITA] d. Djokovic,6-2 2-6 7-5,Novak Djokovic,Jannik Sinner,L,,1.22,7.8%,1.3%,59.7%,76.1%,58.1%,1/4,
23‑Nov‑2023,Davis Cup Finals QF: SRB vs GBR,Hard,RR,1,18,Djokovic d. Cameron Norrie [GBR],6-4 6-4,Novak Djokovic,Cameron Norrie,W,,2.40,16.7%,2.1%,56.3%,88.9%,76.2%,0/0,
13‑Nov‑2023,Tour Finals,Hard,F,1,4,(1)Djokovic d. (4)Jannik Sinner [ITA],6-3 6-3,Novak Djokovic,Jannik Sinner,W,(ch),2.64,28.3%,0.0%,69.6%,90.6%,64.3%,2/2,1:43
13‑Nov‑2023,Tour Finals,Hard,SF,1,2,(1)Djokovic d. (2)Carlos Alcaraz [ESP],6-3 6-2,Novak Djokovic,Carlos Alcaraz,W,(ch),1.57,3.6%,1.8%,67.3%,81.1%,55.6%,4/4,1:28
13‑Nov‑2023,Tour Finals,Hard,RR,1,4,(4)Jannik Sinner [ITA] d. (1)Djokovic,7-5 6-7(5) 7-6(2),Novak Djokovic,Jannik Sinner,L,(ch),1.13,20.0%,1.0%,63.0%,81.0%,59.5%,1/3,3:09
13‑Nov‑2023,Tour Finals,Hard,RR,1,9,(1)Djokovic d. (9)Hubert Hurkacz [POL],7-6(1) 4-6 6-1,Novak Djokovic,Hubert Hurkacz,W,(ch),1.43,7.4%,1.2%,63.0%,74.5%,73.3%,0/1,2:05
13‑Nov‑2023,Tour Finals,Hard,RR,1,8,(1)Djokovic d. (8)Holger Rune [DEN],7-6(4) 6-7(1) 6-3,Novak Djokovic,Holger Rune,W,(ch),1.07,9.3%,3.7%,68.5%,74.3%,41.2%,3/6,3:04
30‑Oct‑2023,Paris Masters,Hard,F,1,17,(1)Djokovic d. Grigor Dimitrov [BUL],6-4 6-3,Novak Djokovic,Grigor Dimitrov,W,(ch),1.86,12.5%,2.1%,66.7%,81.3%,68.8%,0/0,1:38
30‑Oct‑2023,Paris Masters,Hard,SF,1,5,(1)Djokovic d. (5)Andrey Rublev [RUS],5-7 7-6(3) 7-5,Novak Djokovic,Andrey Rublev,W,(ch),1.03,14.4%,4.2%,66.9%,73.4%,59.0%,4/6,3:01
30‑Oct‑2023,Paris Masters,Hard,QF,1,7,(1)Djokovic d. (6)Holger Rune [DEN],7-5 6-7(3) 6-4,Novak Djokovic,Holger Rune,W,(ch),1.16,11.0%,4.4%,51.6%,83.0%,63.6%,0/1,2:54
30‑Oct‑2023,Paris Masters,Hard,R16,1,23,(1)Djokovic d. Tallon Griekspoor [NED],4-6 7-6(2) 6-4,Novak Djokovic,Tallon Griekspoor,W,,0.97,8.5%,6.6%,62.3%,77.3%,45.0%,6/9,2:39
30‑Oct‑2023,Paris Masters,Hard,R32,1,31,(1)Djokovic d. Tomas Martin Etcheverry [ARG],6-3 6-2,Novak Djokovic,Tomas Martin Etcheverry,W,(ch),1.49,11.5%,5.8%,61.5%,81.3%,60.0%,1/1,1:24
15‑Sep‑2023,Davis Cup Finals RR: ESP vs SRB,Hard,RR,1,25,Djokovic d. Alejandro Davidovich Fokina [ESP],6-3 6-4,Novak Djokovic,Alejandro Davidovich Fokina,W,,1.47,18.5%,1.9%,75.9%,80.5%,38.5%,0/1,
28‑Aug‑2023,US Open,Hard,F,2,3,(2)Djokovic d. (3)Daniil Medvedev [RUS],6-3 7-6(5) 6-3,Novak Djokovic,Daniil Medvedev,W,(ch),1.30,3.7%,5.5%,54.1%,81.4%,54.0%,2/3,3:17
28‑Aug‑2023,US Open,Hard,SF,2,47,(2)Djokovic d. Ben Shelton [USA],6-3 6-2 7-6(4),Novak Djokovic,Ben Shelton,W,(ch),1.36,5.1%,3.0%,67.7%,83.6%,34.4%,4/6,2:41
28‑Aug‑2023,US Open,Hard,QF,2,9,(2)Djokovic d. (9)Taylor Fritz [USA],6-1 6-4 6-4,Novak Djokovic,Taylor Fritz,W,(ch),1.30,7.4%,5.3%,60.6%,68.4%,56.8%,10/12,2:35
28‑Aug‑2023,US Open,Hard,R16,2,105,(2)Djokovic d. (Q)Borna Gojo [CRO],6-2 7-5 6-4,Novak Djokovic,Borna Gojo,W,,1.85,15.8%,3.9%,67.1%,88.2%,52.0%,0/1,2:26
28‑Aug‑2023,US Open,Hard,R32,2,38,(2)Djokovic d. (32)Laslo Djere [SRB],4-6 4-6 6-1 6-1 6-3,Novak Djokovic,Laslo Djere,W,(ch),1.34,9.4%,3.1%,65.4%,77.1%,54.5%,8/11,3:45
28‑Aug‑2023,US Open,Hard,R64,2,76,(2)Djokovic d. Bernabe Zapata Miralles [ESP],6-4 6-1 6-1,Novak Djokovic,Bernabe Zapata Miralles,W,(ch),1.95,6.9%,0.0%,58.3%,76.2%,73.3%,6/6,2:00
28‑Aug‑2023,US Open,Hard,R128,2,84,(2)Djokovic d. Alexandre Muller [FRA],6-0 6-2 6-3,Novak Djokovic,Alexandre Muller,W,(ch),1.82,10.0%,8.3%,53.3%,84.4%,57.1%,0/1,1:35
14‑Aug‑2023,Cincinnati Masters,Hard,F,2,1,(2)Djokovic d. (1)Carlos Alcaraz [ESP],5-7 7-6(7) 7-6(4),Novak Djokovic,Carlos Alcaraz,W,(ch),1.07,1.6%,3.9%,57.0%,67.1%,63.6%,6/10,3:49
14‑Aug‑2023,Cincinnati Masters,Hard,SF,2,17,(2)Djokovic d. (16)Alexander Zverev [GER],7-6(5) 7-5,Novak Djokovic,Alexander Zverev,W,(ch),1.13,5.0%,3.8%,63.7%,80.4%,55.2%,3/4,2:04
14‑Aug‑2023,Cincinnati Masters,Hard,QF,2,9,(2)Djokovic d. (9)Taylor Fritz [USA],6-0 6-4,Novak Djokovic,Taylor Fritz,W,(ch),2.09,5.0%,10.0%,65.0%,80.8%,64.3%,0/1,1:01
14‑Aug‑2023,Cincinnati Masters,Hard,R16,2,211,(2)Djokovic d. (PR)Gael Monfils [FRA],6-3 6-2,Novak Djokovic,Gael Monfils,W,(ch),1.95,2.2%,6.5%,58.7%,81.5%,63.2%,0/1,1:08
14‑Aug‑2023,Cincinnati Masters,Hard,R32,2,23,(2)Djokovic d. Alejandro Davidovich Fokina [ESP],6-4 0-0 RET,Novak Djokovic,Alejandro Davidovich Fokina,W,,1.75,10.3%,6.9%,41.4%,83.3%,64.7%,3/4,0:46
3‑Jul‑2023,Wimbledon,Grass,F,2,1,(1)Carlos Alcaraz [ESP] d. (2)Djokovic,1-6 7-6(6) 6-1 3-6 6-4,Novak Djokovic,Carlos Alcaraz,L,(ch),0.93,1.1%,1.6%,64.1%,61.9%,56.1%,14/19,4:43
3‑Jul‑2023,Wimbledon,Grass,SF,2,8,(2)Djokovic d. (8)Jannik Sinner [ITA],6-3 6-4 7-6(4),Novak Djokovic,Jannik Sinner,W,(ch),1.03,9.8%,0.0%,58.0%,75.4%,59.6%,6/6,2:47
3‑Jul‑2023,Wimbledon,Grass,QF,2,7,(2)Djokovic d. (7)Andrey Rublev [RUS],4-6 6-1 6-4 6-3,Novak Djokovic,Andrey Rublev,W,,1.34,4.4%,0.9%,62.3%,74.6%,65.1%,7/8,2:48
3‑Jul‑2023,Wimbledon,Grass,R16,2,18,(2)Djokovic d. (17)Hubert Hurkacz [POL],7-6(6) 7-6(6) 5-7 6-4,Novak Djokovic,Hubert Hurkacz,W,(ch),1.46,14.4%,2.4%,71.2%,88.8%,61.1%,1/2,3:07
3‑Jul‑2023,Wimbledon,Grass,R32,2,88,(2)Djokovic d. Stan Wawrinka [SUI],6-3 6-1 7-6(5),Novak Djokovic,Stan Wawrinka,W,,2.01,14.7%,1.3%,64.0%,89.6%,63.0%,0/0,2:07
3‑Jul‑2023,Wimbledon,Grass,R64,2,70,(2)Djokovic d. Jordan Thompson [AUS],6-3 7-6(4) 7-5,Novak Djokovic,Jordan Thompson,W,,1.69,8.5%,0.0%,69.1%,87.7%,65.5%,0/0,2:28
3‑Jul‑2023,Wimbledon,Grass,R128,2,68,(2)Djokovic d. Pedro Cachin [ARG],6-3 6-3 7-6(4),Novak Djokovic,Pedro Cachin,W,,1.45,14.4%,3.3%,63.3%,77.2%,60.6%,2/3,2:12
29‑May‑2023,Roland Garros,Clay,F,3,4,(3)Djokovic d. (4)Casper Ruud [NOR],7-6(1) 6-3 7-5,Novak Djokovic,Casper Ruud,W,(ch),1.60,10.9%,1.0%,73.3%,79.7%,63.0%,3/4,3:14
29‑May‑2023,Roland Garros,Clay,SF,3,1,(3)Djokovic d. (1)Carlos Alcaraz [ESP],6-3 5-7 6-1 6-1,Novak Djokovic,Carlos Alcaraz,W,(ch),1.29,6.4%,2.4%,70.4%,71.6%,43.2%,10/12,3:24
29‑May‑2023,Roland Garros,Clay,QF,3,11,(3)Djokovic d. (11)Karen Khachanov [RUS],4-6 7-6(0) 6-2 6-4,Novak Djokovic,Karen Khachanov,W,(ch),1.34,8.3%,3.8%,59.1%,76.9%,59.3%,8/10,3:39
29‑May‑2023,Roland Garros,Clay,R16,3,94,(3)Djokovic d. Juan Pablo Varillas [PER],6-3 6-2 6-2,Novak Djokovic,Juan Pablo Varillas,W,(ch),1.94,10.0%,4.3%,80.0%,83.9%,35.7%,2/3,1:57
29‑May‑2023,Roland Garros,Clay,R32,3,34,(3)Djokovic d. (29)Alejandro Davidovich Fokina [ESP],7-6(4) 7-6(5) 6-2,Novak Djokovic,Alejandro Davidovich Fokina,W,(ch),1.14,0.9%,5.3%,64.9%,64.9%,40.0%,3/8,3:36
29‑May‑2023,Roland Garros,Clay,R64,3,83,(3)Djokovic d. Marton Fucsovics [HUN],7-6(2) 6-0 6-3,Novak Djokovic,Marton Fucsovics,W,(ch),1.33,2.0%,3.0%,64.6%,60.9%,60.0%,9/12,2:44
29‑May‑2023,Roland Garros,Clay,R128,3,114,(3)Djokovic d. Aleksandar Kovacevic [USA],6-3 6-2 7-6(1),Novak Djokovic,Aleksandar Kovacevic,W,,1.74,12.3%,1.2%,55.6%,82.2%,63.9%,3/5,2:27
8‑May‑2023,Rome Masters,Clay,QF,1,7,(7)Holger Rune [DEN] d. (1)Djokovic,6-2 4-6 6-2,Novak Djokovic,Holger Rune,L,(ch),0.78,5.2%,3.9%,61.0%,61.7%,46.7%,5/10,2:19
8‑May‑2023,Rome Masters,Clay,R16,1,13,(1)Djokovic d. (13)Cameron Norrie [GBR],6-3 6-4,Novak Djokovic,Cameron Norrie,W,,1.60,5.5%,5.5%,54.5%,83.3%,56.0%,1/2,1:30
8‑May‑2023,Rome Masters,Clay,R32,1,33,(1)Djokovic d. (26)Grigor Dimitrov [BUL],6-3 4-6 6-1,Novak Djokovic,Grigor Dimitrov,W,,1.34,10.0%,2.9%,70.0%,69.4%,52.4%,4/7,2:19
8‑May‑2023,Rome Masters,Clay,R64,1,61,(1)Djokovic d. Tomas Martin Etcheverry [ARG],7-6(5) 6-2,Novak Djokovic,Tomas Martin Etcheverry,W,(ch),1.58,1.8%,0.0%,73.7%,78.6%,60.0%,1/2,1:51
17‑Apr‑2023,Banja Luka,Clay,QF,1,70,Dusan Lajovic [SRB] d. (1)Djokovic,6-4 7-6(6),Novak Djokovic,Dusan Lajovic,L,(ch),0.93,3.5%,2.4%,69.4%,62.7%,53.8%,5/7,2:29
17‑Apr‑2023,Banja Luka,Clay,R16,1,87,(1)Djokovic d. Luca Van Assche [FRA],6-7(4) 6-3 6-2,Novak Djokovic,Luca Van Assche,W,,1.55,5.1%,0.0%,81.0%,71.9%,66.7%,2/4,2:38
10‑Apr‑2023,Monte Carlo Masters,Clay,R16,1,21,(16)Lorenzo Musetti [ITA] d. (1)Djokovic,4-6 7-5 6-4,Novak Djokovic,Lorenzo Musetti,L,(ch),0.95,1.1%,6.4%,67.0%,58.7%,38.7%,6/14,2:54
10‑Apr‑2023,Monte Carlo Masters,Clay,R32,1,198,(1)Djokovic d. (Q)Ivan Gakhov [RUS],7-6(5) 6-2,Novak Djokovic,Ivan Gakhov,W,,1.47,6.2%,3.1%,60.0%,76.9%,61.5%,3/4,1:47
27‑Feb‑2023,Dubai,Hard,SF,1,7,(3)Daniil Medvedev [RUS] d. (1)Djokovic,6-4 6-4,Novak Djokovic,Daniil Medvedev,L,(ch),0.95,8.1%,1.6%,69.4%,67.4%,57.9%,1/4,1:35
27‑Feb‑2023,Dubai,Hard,QF,1,11,(1)Djokovic d. (5)Hubert Hurkacz [POL],6-3 7-5,Novak Djokovic,Hubert Hurkacz,W,(ch),1.49,7.3%,3.6%,65.5%,80.6%,78.9%,0/0,1:21
27‑Feb‑2023,Dubai,Hard,R16,1,39,(1)Djokovic d. Tallon Griekspoor [NED],6-2 6-3,Novak Djokovic,Tallon Griekspoor,W,(ch),2.33,18.6%,7.0%,51.2%,90.9%,66.7%,0/1,1:21
27‑Feb‑2023,Dubai,Hard,R32,1,130,(1)Djokovic d. (Q)Tomas Machac [CZE],6-3 3-6 7-6(1),Novak Djokovic,Tomas Machac,W,(ch),1.19,12.0%,8.0%,60.0%,71.7%,55.0%,7/10,2:27
16‑Jan‑2023,Australian Open,Hard,F,5,4,(4)Djokovic d. (3)Stefanos Tsitsipas [GRE],6-3 7-6(4) 7-6(5),Novak Djokovic,Stefanos Tsitsipas,W,(ch),1.40,7.0%,3.0%,66.0%,81.8%,61.8%,2/3,2:56
16‑Jan‑2023,Australian Open,Hard,SF,5,35,(4)Djokovic d. Tommy Paul [USA],7-5 6-1 6-2,Novak Djokovic,Tommy Paul,W,(ch),1.54,13.2%,5.5%,58.2%,75.5%,55.3%,7/9,2:20
16‑Jan‑2023,Australian Open,Hard,QF,5,6,(4)Djokovic d. (5)Andrey Rublev [RUS],6-1 6-2 6-4,Novak Djokovic,Andrey Rublev,W,(ch),1.56,15.9%,5.7%,63.6%,80.4%,50.0%,5/5,2:03
16‑Jan‑2023,Australian Open,Hard,R16,5,24,(4)Djokovic d. (22)Alex De Minaur [AUS],6-2 6-1 6-2,Novak Djokovic,Alex De Minaur,W,(ch),1.83,5.9%,4.4%,64.7%,75.0%,66.7%,0/0,2:06
16‑Jan‑2023,Australian Open,Hard,R32,5,28,(4)Djokovic d. (27)Grigor Dimitrov [BUL],7-6(7) 6-3 6-4,Novak Djokovic,Grigor Dimitrov,W,(ch),1.24,9.8%,1.8%,72.3%,74.1%,41.9%,5/8,3:07
16‑Jan‑2023,Australian Open,Hard,R64,5,191,(4)Djokovic d. (Q)Enzo Couacaud [FRA],6-1 6-7(5) 6-2 6-0,Novak Djokovic,Enzo Couacaud,W,(ch),1.81,8.5%,5.7%,60.4%,84.4%,57.1%,1/1,3:04
16‑Jan‑2023,Australian Open,Hard,R128,5,75,(4)Djokovic d. Roberto Carballes Baena [ESP],6-3 6-4 6-0,Novak Djokovic,Roberto Carballes Baena,W,(ch),2.27,12.9%,1.4%,64.3%,86.7%,64.0%,3/3,2:02
2‑Jan‑2023,Adelaide 1,Hard,F,5,33,(1)Djokovic d. Sebastian Korda [USA],6-7(8) 7-6(3) 6-4,Novak Djokovic,Sebastian Korda,W,(ch),1.57,7.1%,4.0%,62.6%,85.5%,67.6%,1/2,3:09
2‑Jan‑2023,Adelaide 1,Hard,SF,5,7,(1)Djokovic d. (3)Daniil Medvedev [RUS],6-3 6-4,Novak Djokovic,Daniil Medvedev,W,(ch),1.27,8.2%,4.9%,57.4%,88.6%,53.8%,3/3,1:30
2‑Jan‑2023,Adelaide 1,Hard,QF,5,18,(1)Djokovic d. (7)Denis Shapovalov [CAN],6-3 6-4,Novak Djokovic,Denis Shapovalov,W,,1.39,5.7%,4.3%,57.1%,77.5%,53.3%,3/4,1:55
2‑Jan‑2023,Adelaide 1,Hard,R16,5,64,(1)Djokovic d. Quentin Halys [FRA],7-6(3) 7-6(5),Novak Djokovic,Quentin Halys,W,(ch),1.39,13.2%,5.3%,65.8%,88.0%,53.8%,0/1,1:55
2‑Jan‑2023,Adelaide 1,Hard,R32,5,65,(1)Djokovic d. Constant Lestienne [FRA],6-3 6-2,Novak Djokovic,Constant Lestienne,W,,2.24,8.5%,4.3%,61.7%,86.2%,72.2%,1/1,1:14
14‑Nov‑2022,Tour Finals,Hard,F,8,4,(7)Djokovic d. (3)Casper Ruud [NOR],7-5 6-3,Novak Djokovic,Casper Ruud,W,(ch),1.75,16.4%,0.0%,70.9%,84.6%,68.8%,0/0,1:32
14‑Nov‑2022,Tour Finals,Hard,SF,8,9,(7)Djokovic d. (8)Taylor Fritz [USA],7-6(5) 7-6(6),Novak Djokovic,Taylor Fritz,W,(ch),1.28,5.3%,1.3%,69.7%,75.5%,60.9%,0/2,1:54
14‑Nov‑2022,Tour Finals,Hard,RR,8,3,(7)Djokovic d. (2)Stefanos Tsitsipas [GRE],6-4 7-6(4),Novak Djokovic,Stefanos Tsitsipas,W,(ch),1.27,4.8%,3.2%,69.8%,81.8%,73.7%,1/1,1:38
14‑Nov‑2022,Tour Finals,Hard,RR,8,5,(7)Djokovic d. (4)Daniil Medvedev [RUS],6-3 6-7(5) 7-6(2),Novak Djokovic,Daniil Medvedev,W,(ch),1.21,6.9%,2.3%,64.9%,78.8%,47.8%,5/6,3:11
14‑Nov‑2022,Tour Finals,Hard,RR,8,7,(7)Djokovic d. (6)Andrey Rublev [RUS],6-4 6-1,Novak Djokovic,Andrey Rublev,W,(ch),2.74,27.9%,0.0%,81.4%,94.3%,37.5%,0/0,1:07
31‑Oct‑2022,Paris Masters,Hard,F,7,18,Holger Rune [DEN] d. (6)Djokovic,3-6 6-3 7-5,Novak Djokovic,Holger Rune,L,(ch),1.25,10.0%,2.5%,63.7%,82.4%,48.3%,0/3,2:33
31‑Oct‑2022,Paris Masters,Hard,SF,7,5,(6)Djokovic d. (5)Stefanos Tsitsipas [GRE],6-2 3-6 7-6(4),Novak Djokovic,Stefanos Tsitsipas,W,(ch),1.70,14.1%,0.0%,62.8%,83.7%,72.4%,0/2,2:19
31‑Oct‑2022,Paris Masters,Hard,QF,7,23,(6)Djokovic d. Lorenzo Musetti [ITA],6-0 6-3,Novak Djokovic,Lorenzo Musetti,W,,2.39,7.9%,0.0%,55.3%,85.7%,64.7%,0/1,1:14
31‑Oct‑2022,Paris Masters,Hard,R16,7,19,(6)Djokovic d. Karen Khachanov [RUS],6-4 6-1,Novak Djokovic,Karen Khachanov,W,,1.94,4.2%,6.3%,58.3%,85.7%,55.0%,0/1,1:27
31‑Oct‑2022,Paris Masters,Hard,R32,7,34,(6)Djokovic d. Maxime Cressy [USA],7-6(1) 6-4,Novak Djokovic,Maxime Cressy,W,(ch),3.23,7.4%,3.7%,70.4%,92.1%,81.3%,0/0,1:43
3‑Oct‑2022,Astana,Hard,F,7,6,(4)Djokovic d. (3)Stefanos Tsitsipas [GRE],6-3 6-4,Novak Djokovic,Stefanos Tsitsipas,W,(ch),2.38,2.1%,0.0%,79.2%,86.8%,80.0%,0/0,1:15
3‑Oct‑2022,Astana,Hard,SF,7,4,(4)Djokovic d. (2)Daniil Medvedev [RUS],4-6 7-6(6) 0-0 RET,Novak Djokovic,Daniil Medvedev,W,(ch),0.82,4.5%,0.0%,62.7%,76.2%,44.0%,0/2,1:47
3‑Oct‑2022,Astana,Hard,QF,7,18,(4)Djokovic d. Karen Khachanov [RUS],6-4 6-3,Novak Djokovic,Karen Khachanov,W,,1.87,5.9%,2.0%,66.7%,85.3%,58.8%,1/2,1:28
3‑Oct‑2022,Astana,Hard,R16,7,34,(4)Djokovic d. Botic Van De Zandschulp [NED],6-3 6-1,Novak Djokovic,Botic Van De Zandschulp,W,(ch),1.78,9.8%,0.0%,78.4%,80.0%,45.5%,2/2,1:11
3‑Oct‑2022,Astana,Hard,R32,7,81,(4)Djokovic d. Cristian Garin [CHI],6-1 6-1,Novak Djokovic,Cristian Garin,W,,3.31,11.4%,0.0%,60.0%,81.0%,85.7%,0/0,1:01
26‑Sep‑2022,Tel Aviv,Hard,F,7,16,(1)Djokovic d. (2)Marin Cilic [CRO],6-3 6-4,Novak Djokovic,Marin Cilic,W,(ch),1.44,12.3%,7.0%,63.2%,88.9%,47.6%,1/1,1:34
26‑Sep‑2022,Tel Aviv,Hard,SF,7,104,(1)Djokovic d. Roman Safiullin [RUS],6-1 7-6(3),Novak Djokovic,Roman Safiullin,W,(ch),1.58,10.9%,3.1%,67.2%,83.7%,42.9%,2/3,1:34
26‑Sep‑2022,Tel Aviv,Hard,QF,7,149,(1)Djokovic d. (LL)Vasek Pospisil [CAN],7-6(5) 6-3,Novak Djokovic,Vasek Pospisil,W,,1.24,12.1%,1.5%,65.2%,74.4%,69.6%,2/3,1:53
26‑Sep‑2022,Tel Aviv,Hard,R16,7,115,(1)Djokovic d. Pablo Andujar [ESP],6-0 6-3,Novak Djokovic,Pablo Andujar,W,,2.28,19.5%,0.0%,65.9%,81.5%,71.4%,0/0,1:26
23‑Sep‑2022,Laver Cup,Hard,RR,7,19,Djokovic d. Frances Tiafoe [USA],6-1 6-3,Novak Djokovic,Frances Tiafoe,W,,,,,,,,,
23‑Sep‑2022,Laver Cup,Hard,RR,7,13,Felix Auger Aliassime [CAN] d. Djokovic,6-3 7-6(3),Novak Djokovic,Felix Auger Aliassime,L,,,,,,,,,
27‑Jun‑2022,Wimbledon,Grass,F,3,40,(1)Djokovic d. Nick Kyrgios [AUS],4-6 6-3 6-4 7-6(3),Novak Djokovic,Nick Kyrgios,W,(ch),1.36,12.6%,5.9%,63.0%,82.7%,61.4%,5/6,3:01
27‑Jun‑2022,Wimbledon,Grass,SF,3,12,(1)Djokovic d. (9)Cameron Norrie [GBR],2-6 6-3 6-2 6-4,Novak Djokovic,Cameron Norrie,W,(ch),1.61,14.8%,1.1%,64.8%,82.5%,58.1%,1/4,2:35
27‑Jun‑2022,Wimbledon,Grass,QF,3,13,(1)Djokovic d. (10)Jannik Sinner [ITA],5-7 2-6 6-3 6-2 6-2,Novak Djokovic,Jannik Sinner,W,(ch),1.27,6.3%,3.9%,66.4%,82.4%,41.9%,5/9,3:35
27‑Jun‑2022,Wimbledon,Grass,R16,3,104,(1)Djokovic d. Tim Van Rijthoven [NED],6-2 4-6 6-1 6-2,Novak Djokovic,Tim Van Rijthoven,W,(ch),1.68,7.2%,2.1%,62.9%,75.4%,69.4%,3/4,2:38
27‑Jun‑2022,Wimbledon,Grass,R32,3,30,(1)Djokovic d. (25)Miomir Kecmanovic [SRB],6-0 6-3 6-4,Novak Djokovic,Miomir Kecmanovic,W,,1.98,8.8%,5.9%,50.0%,88.2%,61.8%,3/4,1:53
27‑Jun‑2022,Wimbledon,Grass,R64,3,79,(1)Djokovic d. Thanasi Kokkinakis [AUS],6-1 6-4 6-2,Novak Djokovic,Thanasi Kokkinakis,W,,1.93,1.4%,4.2%,70.8%,82.4%,61.9%,1/1,2:00
27‑Jun‑2022,Wimbledon,Grass,R128,3,81,(1)Djokovic d. Soon Woo Kwon [KOR],6-3 3-6 6-3 6-4,Novak Djokovic,Soon Woo Kwon,W,,1.29,14.4%,1.9%,60.6%,85.7%,48.8%,4/6,2:27
23‑May‑2022,Roland Garros,Clay,QF,1,5,(5)Rafael Nadal [ESP] d. (1)Djokovic,6-2 4-6 6-2 7-6(4),Novak Djokovic,Rafael Nadal,L,(ch),0.85,3.6%,2.9%,69.3%,63.9%,41.9%,10/17,4:12
23‑May‑2022,Roland Garros,Clay,R16,1,16,(1)Djokovic d. (15)Diego Schwartzman [ARG],6-1 6-3 6-3,Novak Djokovic,Diego Schwartzman,W,,1.57,3.6%,1.2%,69.9%,72.4%,56.0%,7/8,
