Date,Tournament,Surface,Rd,Rk,vRk,meta_info,Score,Observed Player Name,Opponent Player Name,Observed Player W/L,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
25‑Aug‑2014,US Open,Hard,QF,3,24,(2)Federer d. (20)Gael Monfils [FRA],4-6 3-6 6-4 7-5 6-2,Roger Federer,Gael Monfils,W,(ch),1.24,3.3%,1.3%,57.0%,75.6%,56.9%,10/15,3:20
25‑Aug‑2014,US Open,Hard,R16,3,19,(2)Federer d. (17)Roberto Bautista Agut [ESP],6-4 6-3 6-2,Roger Federer,Roberto Bautista Agut,W,,1.44,9.2%,5.7%,58.6%,76.5%,52.8%,6/7,1:56
25‑Aug‑2014,US Open,Hard,R32,3,42,(2)Federer d. Marcel Granollers [ESP],4-6 6-1 6-1 6-1,Roger Federer,Marcel Granollers,W,,1.50,12.9%,0.0%,62.4%,70.7%,57.1%,6/8,1:58
25‑Aug‑2014,US Open,Hard,R64,3,104,(2)Federer d. Samuel Groth [AUS],6-4 6-4 6-4,Roger Federer,Samuel Groth,W,,1.51,11.4%,5.1%,62.0%,83.7%,50.0%,0/2,1:48
25‑Aug‑2014,US Open,Hard,R128,3,76,(2)Federer d. Marinko Matosevic [AUS],6-3 6-4 7-6(4),Roger Federer,Marinko Matosevic,W,(ch),1.91,11.5%,1.1%,69.0%,88.3%,55.6%,2/3,2:07
10‑Aug‑2014,Cincinnati Masters,Hard,F,3,6,(2)Federer d. (6)David Ferrer [ESP],6-3 1-6 6-2,Roger Federer,David Ferrer,W,(ch),1.21,8.1%,2.7%,63.5%,76.6%,48.1%,9/11,1:42
10‑Aug‑2014,Cincinnati Masters,Hard,SF,3,7,(2)Federer d. (5)Milos Raonic [CAN],6-2 6-3,Roger Federer,Milos Raonic,W,(ch),1.68,3.8%,0.0%,63.5%,87.9%,52.6%,1/1,1:09
10‑Aug‑2014,Cincinnati Masters,Hard,QF,3,9,(2)Federer d. (8)Andy Murray [GBR],6-3 7-5,Roger Federer,Andy Murray,W,(ch),1.31,4.8%,4.8%,60.3%,71.1%,52.0%,4/6,1:33
10‑Aug‑2014,Cincinnati Masters,Hard,R16,3,23,(2)Federer d. Gael Monfils [FRA],6-4 4-6 6-3,Roger Federer,Gael Monfils,W,,1.20,4.6%,5.7%,59.8%,71.2%,51.4%,3/6,1:49
10‑Aug‑2014,Cincinnati Masters,Hard,R32,3,46,(2)Federer d. Vasek Pospisil [CAN],7-6(4) 5-7 6-2,Roger Federer,Vasek Pospisil,W,,1.51,6.8%,0.0%,69.3%,75.4%,81.5%,1/2,2:02
4‑Aug‑2014,Canada Masters,Hard,F,3,15,(13)Jo Wilfried Tsonga [FRA] d. (2)Federer,7-5 7-6(3),Roger Federer,Jo Wilfried Tsonga,L,(ch),0.58,7.0%,4.0%,64.0%,70.3%,50.0%,6/7,1:48
4‑Aug‑2014,Canada Masters,Hard,SF,3,25,(2)Federer d. Feliciano Lopez [ESP],6-3 6-4,Roger Federer,Feliciano Lopez,W,(ch),1.84,24.5%,1.9%,54.7%,86.2%,66.7%,0/0,1:22
4‑Aug‑2014,Canada Masters,Hard,QF,3,7,(2)Federer d. (5)David Ferrer [ESP],6-3 4-6 6-3,Roger Federer,David Ferrer,W,,1.24,8.0%,3.4%,57.5%,80.0%,40.5%,3/6,1:54
4‑Aug‑2014,Canada Masters,Hard,R16,3,18,(2)Federer d. (15)Marin Cilic [CRO],7-6(5) 6-7(3) 6-4,Roger Federer,Marin Cilic,W,,1.28,10.4%,3.8%,63.2%,82.1%,59.0%,2/2,2:39
4‑Aug‑2014,Canada Masters,Hard,R32,3,129,(2)Federer d. (WC)Peter Polansky [CAN],6-2 6-0,Roger Federer,Peter Polansky,W,(ch),1.88,11.6%,7.0%,67.4%,82.8%,35.7%,1/2,0:52
23‑Jun‑2014,Wimbledon,Grass,F,4,2,(1)Novak Djokovic [SRB] d. (4)Federer,6-7(7) 6-4 7-6(4) 5-7 6-4,Roger Federer,Novak Djokovic,L,(ch),0.90,15.1%,2.6%,69.3%,76.7%,44.1%,11/15,3:56
23‑Jun‑2014,Wimbledon,Grass,SF,4,9,(4)Federer d. (8)Milos Raonic [CAN],6-4 6-4 6-4,Roger Federer,Milos Raonic,W,(ch),1.40,7.5%,1.3%,65.0%,80.8%,67.9%,1/1,1:41
23‑Jun‑2014,Wimbledon,Grass,QF,4,3,(4)Federer d. (5)Stan Wawrinka [SUI],3-6 7-6(5) 6-4 6-4,Roger Federer,Stan Wawrinka,W,(ch),1.19,8.4%,0.8%,64.7%,79.2%,69.0%,3/4,2:33
23‑Jun‑2014,Wimbledon,Grass,R16,4,22,(4)Federer d. (23)Tommy Robredo [ESP],6-1 6-4 6-4,Roger Federer,Tommy Robredo,W,,2.34,14.7%,0.0%,56.0%,88.1%,72.7%,1/1,1:34
23‑Jun‑2014,Wimbledon,Grass,R32,4,35,(4)Federer d. Santiago Giraldo [COL],6-3 6-1 6-3,Roger Federer,Santiago Giraldo,W,,1.81,11.0%,1.4%,68.5%,84.0%,52.2%,2/2,1:21
23‑Jun‑2014,Wimbledon,Grass,R64,4,103,(4)Federer d. (Q)Gilles Muller [LUX],6-3 7-5 6-3,Roger Federer,Gilles Muller,W,,2.92,36.2%,1.4%,76.8%,90.6%,75.0%,0/0,1:34
23‑Jun‑2014,Wimbledon,Grass,R128,4,83,(4)Federer d. Paolo Lorenzi [ITA],6-1 6-1 6-3,Roger Federer,Paolo Lorenzi,W,,2.11,13.0%,1.4%,69.6%,77.1%,71.4%,5/5,1:33
9‑Jun‑2014,Halle,Grass,F,4,69,(2)Federer d. Alejandro Falla [COL],7-6(2) 7-6(3),Roger Federer,Alejandro Falla,W,(ch),1.33,6.7%,2.7%,61.3%,82.6%,58.6%,3/5,1:28
9‑Jun‑2014,Halle,Grass,SF,4,12,(2)Federer d. (4)Kei Nishikori [JPN],6-3 7-6(4),Roger Federer,Kei Nishikori,W,,0.94,14.3%,2.9%,75.7%,69.8%,64.7%,1/2,1:13
9‑Jun‑2014,Halle,Grass,QF,4,48,(2)Federer d. Yen Hsun Lu [TPE],W/O,Roger Federer,Yen Hsun Lu,W,,,,,,,,,
9‑Jun‑2014,Halle,Grass,R16,4,47,(2)Federer d. Joao Sousa [POR],6-7(8) 6-4 6-2,Roger Federer,Joao Sousa,W,,1.70,12.6%,1.1%,82.8%,79.2%,73.3%,2/2,1:50
26‑May‑2014,Roland Garros,Clay,R16,4,17,(18)Ernests Gulbis [LAT] d. (4)Federer,6-7(5) 7-6(3) 6-2 4-6 6-3,Roger Federer,Ernests Gulbis,L,(ch),0.89,4.3%,1.9%,63.4%,68.6%,50.8%,5/12,3:42
26‑May‑2014,Roland Garros,Clay,R32,4,32,(4)Federer d. (31)Dmitry Tursunov [RUS],7-5 6-7(7) 6-2 6-4,Roger Federer,Dmitry Tursunov,W,,1.64,12.5%,0.8%,67.5%,80.2%,69.2%,2/2,3:07
26‑May‑2014,Roland Garros,Clay,R64,4,109,(4)Federer d. (Q)Diego Schwartzman [ARG],6-3 6-4 6-4,Roger Federer,Diego Schwartzman,W,(ch),1.59,11.1%,2.5%,63.0%,82.4%,56.7%,1/2,1:43
26‑May‑2014,Roland Garros,Clay,R128,4,87,(4)Federer d. Lukas Lacko [SVK],6-2 6-4 6-2,Roger Federer,Lukas Lacko,W,,3.05,11.5%,1.6%,72.1%,88.6%,76.5%,0/0,1:24
11‑May‑2014,Rome Masters,Clay,R32,4,47,Jeremy Chardy [FRA] d. (4)Federer,1-6 6-3 7-6(6),Roger Federer,Jeremy Chardy,L,(ch),0.92,8.9%,1.0%,68.3%,68.1%,50.0%,9/11,2:07
13‑Apr‑2014,Monte Carlo Masters,Clay,F,4,3,(3)Stan Wawrinka [SUI] d. (4)Federer,4-6 7-6(5) 6-2,Roger Federer,Stan Wawrinka,L,(ch),0.84,2.9%,1.0%,67.0%,73.9%,44.1%,4/7,2:14
13‑Apr‑2014,Monte Carlo Masters,Clay,SF,4,2,(4)Federer d. (2)Novak Djokovic [SRB],7-5 6-2,Roger Federer,Novak Djokovic,W,(ch),1.59,5.3%,1.8%,70.2%,82.5%,58.8%,2/2,1:15
13‑Apr‑2014,Monte Carlo Masters,Clay,QF,4,12,(4)Federer d. (9)Jo Wilfried Tsonga [FRA],2-6 7-6(6) 6-1,Roger Federer,Jo Wilfried Tsonga,W,,1.24,4.3%,0.0%,66.3%,68.9%,58.1%,2/4,2:26
13‑Apr‑2014,Monte Carlo Masters,Clay,R16,4,47,(4)Federer d. Lukas Rosol [CZE],6-4 6-1,Roger Federer,Lukas Rosol,W,,1.77,11.3%,1.9%,58.5%,90.3%,40.9%,3/4,0:58
13‑Apr‑2014,Monte Carlo Masters,Clay,R32,4,41,(4)Federer d. Radek Stepanek [CZE],6-1 6-2,Roger Federer,Radek Stepanek,W,,2.28,4.8%,2.4%,78.6%,87.9%,44.4%,2/2,0:52
4‑Apr‑2014,Davis Cup WG QF: SUI vs KAZ,Hard,RR,4,56,Federer d. Mikhail Kukushkin [KAZ],6-4 6-4 6-2,Roger Federer,Mikhail Kukushkin,W,,,,,,,,,
4‑Apr‑2014,Davis Cup WG QF: SUI vs KAZ,Hard,RR,4,64,Federer d. Andrey Golubev [KAZ],7-6(0) 6-2 6-3,Roger Federer,Andrey Golubev,W,,,,,,,,,
19‑Mar‑2014,Miami Masters,Hard,QF,5,21,(20)Kei Nishikori [JPN] d. (5)Federer,3-6 7-5 6-4,Roger Federer,Kei Nishikori,L,(ch),1.02,8.0%,3.4%,53.4%,70.2%,48.8%,7/12,2:09
19‑Mar‑2014,Miami Masters,Hard,R16,5,9,(5)Federer d. (9)Richard Gasquet [FRA],6-1 6-2,Roger Federer,Richard Gasquet,W,,2.47,16.2%,0.0%,67.6%,88.0%,58.3%,1/1,0:49
19‑Mar‑2014,Miami Masters,Hard,R32,5,162,(5)Federer d. (Q)Thiemo De Bakker [NED],6-3 6-3,Roger Federer,Thiemo De Bakker,W,(ch),2.71,14.0%,2.3%,60.5%,84.6%,82.4%,0/0,1:03
19‑Mar‑2014,Miami Masters,Hard,R64,5,53,(5)Federer d. Ivo Karlovic [CRO],6-4 7-6(4),Roger Federer,Ivo Karlovic,W,,5.35,11.5%,0.0%,75.0%,94.9%,92.3%,0/0,1:15
6‑Mar‑2014,Indian Wells Masters,Hard,F,8,2,(2)Novak Djokovic [SRB] d. (7)Federer,3-6 6-3 7-6(3),Roger Federer,Novak Djokovic,L,(ch),0.96,5.9%,4.0%,63.4%,70.3%,56.8%,4/6,2:12
6‑Mar‑2014,Indian Wells Masters,Hard,SF,8,31,(7)Federer d. (28)Alexandr Dolgopolov [UKR],6-3 6-1,Roger Federer,Alexandr Dolgopolov,W,(ch),2.19,16.3%,2.3%,72.1%,74.2%,83.3%,0/0,1:02
6‑Mar‑2014,Indian Wells Masters,Hard,QF,8,18,(7)Federer d. (17)Kevin Anderson [RSA],7-5 6-1,Roger Federer,Kevin Anderson,W,,2.52,5.9%,0.0%,64.7%,78.8%,88.9%,1/1,1:09
6‑Mar‑2014,Indian Wells Masters,Hard,R16,8,12,(7)Federer d. (11)Tommy Haas [GER],6-4 6-4,Roger Federer,Tommy Haas,W,(ch),1.32,11.3%,1.6%,64.5%,82.5%,45.5%,4/5,1:24
6‑Mar‑2014,Indian Wells Masters,Hard,R32,8,30,(7)Federer d. (27)Dmitry Tursunov [RUS],7-6(7) 7-6(2),Roger Federer,Dmitry Tursunov,W,,1.27,11.5%,1.3%,67.9%,71.7%,68.0%,1/3,1:46
6‑Mar‑2014,Indian Wells Masters,Hard,R64,8,123,(7)Federer d. (Q)Paul Henri Mathieu [FRA],6-2 7-6(5),Roger Federer,Paul Henri Mathieu,W,,1.44,14.5%,1.6%,61.3%,84.2%,50.0%,1/2,1:31
24‑Feb‑2014,Dubai,Hard,F,8,6,(4)Federer d. (3)Tomas Berdych [CZE],3-6 6-4 6-3,Roger Federer,Tomas Berdych,W,(ch),1.29,9.5%,1.2%,51.2%,83.7%,46.3%,7/10,1:59
24‑Feb‑2014,Dubai,Hard,SF,8,2,(4)Federer d. (1)Novak Djokovic [SRB],3-6 6-3 6-2,Roger Federer,Novak Djokovic,W,(ch),1.16,9.1%,0.0%,59.7%,76.1%,58.1%,5/6,1:46
24‑Feb‑2014,Dubai,Hard,QF,8,49,(4)Federer d. Lukas Rosol [CZE],6-2 6-2,Roger Federer,Lukas Rosol,W,,1.69,8.3%,2.1%,62.5%,80.0%,44.4%,1/2,0:58
24‑Feb‑2014,Dubai,Hard,R16,8,48,(4)Federer d. Radek Stepanek [CZE],6-2 6-7(4) 6-3,Roger Federer,Radek Stepanek,W,,1.32,9.2%,5.7%,62.1%,72.2%,48.5%,4/8,2:09
24‑Feb‑2014,Dubai,Hard,R32,8,90,(4)Federer d. Benjamin Becker [GER],6-1 6-4,Roger Federer,Benjamin Becker,W,,1.88,10.0%,4.0%,62.0%,83.9%,63.2%,1/1,1:02
31‑Jan‑2014,Davis Cup WG R1: SRB vs SUI,Hard,RR,8,268,Federer d. Ilija Bozoljac [SRB],6-4 7-5 6-2,Roger Federer,Ilija Bozoljac,W,,,,,,,,,
13‑Jan‑2014,Australian Open,Hard,SF,6,1,(1)Rafael Nadal [ESP] d. (6)Federer,7-6(4) 6-3 6-3,Roger Federer,Rafael Nadal,L,(ch),0.67,7.6%,1.0%,65.7%,65.2%,50.0%,10/14,2:24
13‑Jan‑2014,Australian Open,Hard,QF,6,4,(6)Federer d. (4)Andy Murray [GBR],6-3 6-4 6-7(6) 6-3,Roger Federer,Andy Murray,W,(ch),1.47,8.2%,0.0%,63.9%,76.9%,65.9%,1/2,3:20
13‑Jan‑2014,Australian Open,Hard,R16,6,10,(6)Federer d. (10)Jo Wilfried Tsonga [FRA],6-3 7-5 6-4,Roger Federer,Jo Wilfried Tsonga,W,(ch),1.85,8.3%,1.2%,57.1%,87.5%,69.4%,1/1,1:52
13‑Jan‑2014,Australian Open,Hard,R32,6,79,(6)Federer d. Teymuraz Gabashvili [RUS],6-2 6-2 6-3,Roger Federer,Teymuraz Gabashvili,W,,1.92,8.2%,1.4%,61.6%,86.7%,57.1%,5/5,1:41
13‑Jan‑2014,Australian Open,Hard,R64,6,99,(6)Federer d. Blaz Kavcic [SLO],6-2 6-1 7-6(4),Roger Federer,Blaz Kavcic,W,,1.71,14.5%,0.0%,76.3%,77.6%,50.0%,1/2,1:47
13‑Jan‑2014,Australian Open,Hard,R128,6,133,(6)Federer d. (WC)James Duckworth [AUS],6-4 6-4 6-2,Roger Federer,James Duckworth,W,(ch),1.65,14.1%,6.4%,57.7%,88.9%,57.6%,1/1,1:46
29‑Dec‑2013,Brisbane,Hard,F,6,60,Lleyton Hewitt [AUS] d. (1)Federer,6-1 4-6 6-3,Roger Federer,Lleyton Hewitt,L,(ch),0.88,15.1%,0.0%,64.0%,69.1%,45.2%,7/11,2:07
29‑Dec‑2013,Brisbane,Hard,SF,6,34,(1)Federer d. (8)Jeremy Chardy [FRA],6-3 6-7(3) 6-3,Roger Federer,Jeremy Chardy,W,,1.23,21.1%,3.2%,58.9%,82.1%,59.0%,1/1,1:56
29‑Dec‑2013,Brisbane,Hard,QF,6,61,(1)Federer d. Marinko Matosevic [AUS],6-1 6-1,Roger Federer,Marinko Matosevic,W,(ch),2.14,22.0%,2.4%,61.0%,84.0%,56.3%,3/3,0:58
29‑Dec‑2013,Brisbane,Hard,R16,6,39,(1)Federer d. Jarkko Nieminen [FIN],6-4 6-2,Roger Federer,Jarkko Nieminen,W,(ch),1.66,16.1%,0.0%,60.7%,79.4%,63.6%,4/4,1:08
4‑Nov‑2013,Tour Finals,Hard,SF,7,1,(1)Rafael Nadal [ESP] d. (6)Federer,7-5 6-3,Roger Federer,Rafael Nadal,L,,0.66,10.2%,1.7%,66.1%,69.2%,40.0%,0/4,1:20
4‑Nov‑2013,Tour Finals,Hard,RR,7,2,(2)Novak Djokovic [SRB] d. (6)Federer,6-4 6-7(2) 6-2,Roger Federer,Novak Djokovic,L,,0.90,4.9%,4.9%,54.4%,66.1%,48.9%,6/11,2:22
4‑Nov‑2013,Tour Finals,Hard,RR,7,5,(6)Federer d. (4)Juan Martin Del Potro [ARG],4-6 7-6(2) 7-5,Roger Federer,Juan Martin Del Potro,W,,1.26,10.2%,1.0%,65.3%,79.7%,50.0%,4/8,2:27
4‑Nov‑2013,Tour Finals,Hard,RR,7,9,(6)Federer d. (8)Richard Gasquet [FRA],6-4 6-3,Roger Federer,Richard Gasquet,W,,1.35,9.4%,1.6%,75.0%,68.8%,56.3%,5/6,1:22
28‑Oct‑2013,Paris Masters,Hard,SF,6,2,(2)Novak Djokovic [SRB] d. (5)Federer,4-6 6-3 6-2,Roger Federer,Novak Djokovic,L,(ch),0.84,5.6%,4.5%,66.3%,67.8%,40.0%,6/10,2:01
28‑Oct‑2013,Paris Masters,Hard,QF,6,5,(5)Federer d. (4)Juan Martin Del Potro [ARG],6-3 4-6 6-3,Roger Federer,Juan Martin Del Potro,W,(ch),1.82,8.7%,0.0%,68.1%,83.0%,63.6%,2/4,1:44
28‑Oct‑2013,Paris Masters,Hard,R16,6,23,(5)Federer d. Philipp Kohlschreiber [GER],6-3 6-4,Roger Federer,Philipp Kohlschreiber,W,,1.59,14.5%,1.8%,74.5%,85.4%,50.0%,3/3,1:04
28‑Oct‑2013,Paris Masters,Hard,R32,6,21,(5)Federer d. Kevin Anderson [RSA],6-4 6-4,Roger Federer,Kevin Anderson,W,,1.29,11.3%,0.0%,62.9%,74.4%,56.5%,5/6,1:23
21‑Oct‑2013,Basel,Hard,F,6,5,(1)Juan Martin Del Potro [ARG] d. (3)Federer,7-6(3) 2-6 6-4,Roger Federer,Juan Martin Del Potro,L,(ch),0.96,13.9%,5.0%,60.4%,75.4%,47.5%,4/6,2:20
21‑Oct‑2013,Basel,Hard,SF,6,40,(3)Federer d. Vasek Pospisil [CAN],6-3 6-7(3) 7-5,Roger Federer,Vasek Pospisil,W,,1.25,3.7%,0.9%,56.1%,73.3%,55.3%,2/4,2:40
21‑Oct‑2013,Basel,Hard,QF,6,22,(3)Federer d. (8)Grigor Dimitrov [BUL],6-3 7-6(2),Roger Federer,Grigor Dimitrov,W,(ch),1.39,4.4%,5.9%,55.9%,84.2%,53.3%,9/10,1:32
21‑Oct‑2013,Basel,Hard,R16,6,48,(3)Federer d. Denis Istomin [UZB],4-6 6-3 6-2,Roger Federer,Denis Istomin,W,,1.40,4.9%,1.2%,56.1%,71.7%,69.4%,5/6,1:51
21‑Oct‑2013,Basel,Hard,R32,6,62,(3)Federer d. Adrian Mannarino [FRA],6-4 6-2,Roger Federer,Adrian Mannarino,W,,1.79,6.1%,4.1%,51.0%,88.0%,58.3%,0/1,1:11
7‑Oct‑2013,Shanghai Masters,Hard,R16,7,42,Gael Monfils [FRA] d. (5)Federer,6-4 6-7(5) 6-3,Roger Federer,Gael Monfils,L,(ch),0.87,2.9%,2.0%,71.6%,71.2%,51.7%,7/10,2:09
7‑Oct‑2013,Shanghai Masters,Hard,R32,7,22,(5)Federer d. Andreas Seppi [ITA],6-4 6-3,Roger Federer,Andreas Seppi,W,(ch),1.22,10.4%,3.0%,59.7%,75.0%,51.9%,4/5,1:14
26‑Aug‑2013,US Open,Hard,R16,7,22,(19)Tommy Robredo [ESP] d. (7)Federer,7-6(3) 6-3 6-4,Roger Federer,Tommy Robredo,L,(ch) (wp),1.01,5.8%,0.0%,60.5%,73.1%,47.1%,3/7,2:24
26‑Aug‑2013,US Open,Hard,R32,7,63,(7)Federer d. Adrian Mannarino [FRA],6-3 6-0 6-2,Roger Federer,Adrian Mannarino,W,(wp),1.99,11.6%,5.8%,56.5%,92.3%,50.0%,1/1,1:21
26‑Aug‑2013,US Open,Hard,R64,7,48,(7)Federer d. Carlos Berlocq [ARG],6-3 6-2 6-1,Roger Federer,Carlos Berlocq,W,(wp),1.87,8.7%,2.9%,52.2%,75.0%,66.7%,2/3,1:35
26‑Aug‑2013,US Open,Hard,R128,7,62,(7)Federer d. Grega Zemlja [SLO],6-3 6-2 7-5,Roger Federer,Grega Zemlja,W,(ch) (wp),2.07,15.0%,2.5%,61.3%,85.7%,64.5%,2/3,1:33
11‑Aug‑2013,Cincinnati Masters,Hard,QF,5,3,(4)Rafael Nadal [ESP] d. (5)Federer,5-7 6-4 6-3,Roger Federer,Rafael Nadal,L,(ch),0.87,3.9%,0.0%,63.7%,67.7%,62.2%,7/9,2:14
11‑Aug‑2013,Cincinnati Masters,Hard,R16,5,13,(5)Federer d. (11)Tommy Haas [GER],1-6 7-5 6-3,Roger Federer,Tommy Haas,W,,0.99,10.0%,4.0%,66.0%,71.2%,41.2%,6/9,1:53
11‑Aug‑2013,Cincinnati Masters,Hard,R32,5,26,(5)Federer d. Philipp Kohlschreiber [GER],6-3 7-6(7),Roger Federer,Philipp Kohlschreiber,W,,1.77,12.9%,1.6%,61.3%,86.8%,62.5%,0/1,1:27
22‑Jul‑2013,Gstaad,Clay,R16,5,55,Daniel Brands [GER] d. (1)Federer,6-3 6-4,Roger Federer,Daniel Brands,L,,0.85,14.0%,1.8%,52.6%,73.3%,51.9%,4/6,1:06
15‑Jul‑2013,Hamburg,Clay,SF,5,114,(Q)Federico Delbonis [ARG] d. (1)Federer,7-6(7) 7-6(4),Roger Federer,Federico Delbonis,L,(ch),0.74,5.2%,2.1%,57.7%,78.6%,53.7%,6/7,1:53
15‑Jul‑2013,Hamburg,Clay,QF,5,45,(1)Federer d. Florian Mayer [GER],7-6(4) 3-6 7-5,Roger Federer,Florian Mayer,W,,1.04,1.9%,2.8%,58.9%,73.0%,45.5%,4/9,2:00
15‑Jul‑2013,Hamburg,Clay,R16,5,140,(1)Federer d. (Q)Jan Hajek [CZE],6-4 6-3,Roger Federer,Jan Hajek,W,,1.56,12.1%,1.7%,51.7%,70.0%,71.4%,3/4,1:12
15‑Jul‑2013,Hamburg,Clay,R32,5,58,(1)Federer d. Daniel Brands [GER],3-6 6-3 6-2,Roger Federer,Daniel Brands,W,,1.63,12.9%,2.9%,60.0%,83.3%,60.7%,1/2,1:26
24‑Jun‑2013,Wimbledon,Grass,R64,3,116,Sergiy Stakhovsky [UKR] d. (3)Federer,6-7(5) 7-6(5) 7-5 7-6(5),Roger Federer,Sergiy Stakhovsky,L,(ch) (wp),1.02,10.1%,0.6%,72.2%,79.8%,54.5%,5/7,3:00
24‑Jun‑2013,Wimbledon,Grass,R128,3,48,(3)Federer d. Victor Hanescu [ROU],6-3 6-2 6-0,Roger Federer,Victor Hanescu,W,(wp),4.20,12.5%,0.0%,69.6%,89.7%,82.4%,0/0,1:09
10‑Jun‑2013,Halle,Grass,F,3,29,(1)Federer d. Mikhail Youzhny [RUS],6-7(5) 6-3 6-4,Roger Federer,Mikhail Youzhny,W,(ch),1.39,11.3%,1.0%,66.0%,79.7%,66.7%,2/2,2:03
10‑Jun‑2013,Halle,Grass,SF,3,11,(1)Federer d. (3)Tommy Haas [GER],3-6 6-3 6-4,Roger Federer,Tommy Haas,W,,1.29,19.2%,1.3%,64.1%,80.0%,57.1%,2/3,1:38
10‑Jun‑2013,Halle,Grass,QF,3,156,(1)Federer d. (WC)Mischa Zverev [GER],6-0 6-0,Roger Federer,Mischa Zverev,W,(ch),2.78,12.1%,3.0%,63.6%,71.4%,83.3%,0/0,0:40
10‑Jun‑2013,Halle,Grass,R16,3,166,(1)Federer d. (WC)Cedrik Marcel Stebe [GER],6-3 6-3,Roger Federer,Cedrik Marcel Stebe,W,,1.41,4.8%,3.2%,58.1%,75.0%,50.0%,1/2,1:08
27‑May‑2013,Roland Garros,Clay,QF,3,8,(6)Jo Wilfried Tsonga [FRA] d. (2)Federer,7-5 6-3 6-3,Roger Federer,Jo Wilfried Tsonga,L,(ch) (wp),0.56,0.0%,3.0%,67.0%,58.2%,42.4%,8/14,1:51
27‑May‑2013,Roland Garros,Clay,R16,3,18,(2)Federer d. (15)Gilles Simon [FRA],6-1 4-6 2-6 6-2 6-3,Roger Federer,Gilles Simon,W,(wp),1.30,7.7%,1.7%,64.1%,74.7%,54.8%,3/6,2:59
27‑May‑2013,Roland Garros,Clay,R32,3,32,(2)Federer d. (30)Julien Benneteau [FRA],6-3 6-4 7-5,Roger Federer,Julien Benneteau,W,(wp),2.16,8.9%,0.0%,64.6%,82.4%,78.6%,2/3,1:31
27‑May‑2013,Roland Garros,Clay,R64,3,188,(2)Federer d. (Q)Somdev Devvarman [IND],6-2 6-1 6-1,Roger Federer,Somdev Devvarman,W,(wp),2.04,4.6%,0.0%,61.5%,75.0%,72.0%,3/3,1:22
27‑May‑2013,Roland Garros,Clay,R128,3,164,(2)Federer d. (Q)Pablo Carreno Busta [ESP],6-2 6-2 6-3,Roger Federer,Pablo Carreno Busta,W,(wp),2.55,16.9%,0.0%,67.8%,82.5%,73.7%,2/3,1:20
12‑May‑2013,Rome Masters,Clay,F,3,5,(5)Rafael Nadal [ESP] d. (2)Federer,6-1 6-3,Roger Federer,Rafael Nadal,L,(ch),0.52,5.7%,0.0%,56.6%,56.7%,30.4%,1/6,1:09
12‑May‑2013,Rome Masters,Clay,SF,3,36,(2)Federer d. Benoit Paire [FRA],7-6(5) 6-4,Roger Federer,Benoit Paire,W,(ch),1.16,1.4%,4.1%,59.5%,77.3%,50.0%,5/6,1:28
12‑May‑2013,Rome Masters,Clay,QF,3,24,(2)Federer d. Jerzy Janowicz [POL],6-4 7-6(2),Roger Federer,Jerzy Janowicz,W,(ch),1.41,16.7%,0.0%,75.8%,72.0%,75.0%,2/3,1:26
12‑May‑2013,Rome Masters,Clay,R16,3,17,(2)Federer d. Gilles Simon [FRA],6-1 6-2,Roger Federer,Gilles Simon,W,,2.40,6.8%,0.0%,72.7%,75.0%,83.3%,0/0,1:03
12‑May‑2013,Rome Masters,Clay,R32,3,293,(2)Federer d. (WC)Potito Starace [ITA],6-1 6-2,Roger Federer,Potito Starace,W,,3.04,10.0%,0.0%,75.0%,83.3%,80.0%,2/2,0:51
5‑May‑2013,Madrid Masters,Clay,R16,2,16,(14)Kei Nishikori [JPN] d. (2)Federer,6-4 1-6 6-2,Roger Federer,Kei Nishikori,L,(ch),1.28,10.8%,0.0%,64.6%,73.8%,65.2%,1/4,1:35
5‑May‑2013,Madrid Masters,Clay,R32,2,48,(2)Federer d. Radek Stepanek [CZE],6-3 6-3,Roger Federer,Radek Stepanek,W,,1.39,1.4%,2.9%,57.1%,75.0%,53.3%,7/8,1:21
7‑Mar‑2013,Indian Wells Masters,Hard,QF,2,5,(5)Rafael Nadal [ESP] d. (2)Federer,6-4 6-2,Roger Federer,Rafael Nadal,L,(ch),0.62,5.3%,0.0%,64.0%,62.5%,29.6%,7/11,1:25
7‑Mar‑2013,Indian Wells Masters,Hard,R16,2,18,(2)Federer d. (18)Stan Wawrinka [SUI],6-3 6-7(4) 7-5,Roger Federer,Stan Wawrinka,W,,1.04,4.8%,1.9%,59.6%,66.1%,50.0%,4/7,2:20
7‑Mar‑2013,Indian Wells Masters,Hard,R32,2,60,(2)Federer d. Ivan Dodig [CRO],6-3 6-1,Roger Federer,Ivan Dodig,W,,1.37,8.9%,5.4%,50.0%,82.1%,50.0%,3/3,1:01
7‑Mar‑2013,Indian Wells Masters,Hard,R64,2,43,(2)Federer d. Denis Istomin [UZB],6-2 6-3,Roger Federer,Denis Istomin,W,,4.26,8.3%,5.6%,72.2%,96.2%,70.0%,0/0,0:58
25‑Feb‑2013,Dubai,Hard,SF,2,6,(3)Tomas Berdych [CZE] d. (2)Federer,3-6 7-6(8) 6-4,Roger Federer,Tomas Berdych,L,,0.91,11.0%,4.2%,58.5%,72.5%,53.1%,9/11,2:19
