Date,Tournament,Surface,Rd,Rk,vRk,meta_info,Score,Observed Player Name,Opponent Player Name,Observed Player W/L,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
28‑Jun‑2021,Wimbledon,Grass,QF,8,18,(14)Hubert Hurkacz [POL] d. (6)Federer,6-3 7-6(4) 6-0,Roger Federer,Hubert Hurkacz,L,(ch),0.68,5.4%,3.2%,64.5%,66.7%,33.3%,10/15,1:49
28‑Jun‑2021,Wimbledon,Grass,R16,8,27,(6)Federer d. (23)Lorenzo Sonego [ITA],7-5 6-4 6-2,Roger Federer,Lorenzo Sonego,W,(ch),1.58,5.1%,1.3%,60.3%,78.7%,64.5%,2/3,2:11
28‑Jun‑2021,Wimbledon,Grass,R32,8,34,(6)Federer d. (29)Cameron Norrie [GBR],6-4 6-4 5-7 6-4,Roger Federer,Cameron Norrie,W,(ch),1.33,6.1%,0.0%,66.7%,73.7%,65.8%,2/4,2:35
28‑Jun‑2021,Wimbledon,Grass,R64,8,56,(6)Federer d. Richard Gasquet [FRA],7-6(1) 6-1 6-4,Roger Federer,Richard Gasquet,W,(ch),1.61,10.5%,0.0%,65.3%,83.9%,57.6%,5/5,1:51
28‑Jun‑2021,Wimbledon,Grass,R128,8,41,(6)Federer d. Adrian Mannarino [FRA],6-4 6-7(3) 3-6 6-2 0-0 RET,Roger Federer,Adrian Mannarino,W,(ch),1.16,14.3%,2.7%,60.7%,73.5%,61.4%,6/8,2:44
14‑Jun‑2021,Halle,Grass,R16,8,21,Felix Auger Aliassime [CAN] d. (5)Federer,4-6 6-3 6-2,Roger Federer,Felix Auger Aliassime,L,,0.50,5.5%,1.1%,67.0%,62.3%,53.3%,12/15,1:44
14‑Jun‑2021,Halle,Grass,R32,8,90,(5)Federer d. (Q)Ilya Ivashka [BLR],7-6(4) 7-5,Roger Federer,Ilya Ivashka,W,,0.94,5.3%,1.3%,75.0%,77.2%,52.6%,2/2,1:34
31‑May‑2021,Roland Garros,Clay,R16,8,9,(9)Matteo Berrettini [ITA] d. (8)Federer,W/O,Roger Federer,Matteo Berrettini,L,,,,,,,,,
31‑May‑2021,Roland Garros,Clay,R32,8,59,(8)Federer d. Dominik Koepfer [GER],7-6(5) 6-7(3) 7-6(4) 7-5,Roger Federer,Dominik Koepfer,W,(ch),1.02,3.8%,0.6%,63.9%,68.3%,57.9%,2/6,3:35
31‑May‑2021,Roland Garros,Clay,R64,8,47,(8)Federer d. Marin Cilic [CRO],6-2 2-6 7-6(4) 6-2,Roger Federer,Marin Cilic,W,(ch),1.22,13.7%,0.9%,68.4%,75.0%,56.8%,5/8,2:35
31‑May‑2021,Roland Garros,Clay,R128,8,204,(8)Federer d. (Q)Denis Istomin [UZB],6-2 6-4 6-3,Roger Federer,Denis Istomin,W,(ch),2.18,12.3%,0.0%,70.8%,80.4%,78.9%,0/0,1:33
17‑May‑2021,Geneva,Clay,R16,8,75,Pablo Andujar [ESP] d. (1)Federer,6-4 4-6 6-4,Roger Federer,Pablo Andujar,L,,0.96,3.7%,0.0%,59.3%,77.1%,57.6%,2/5,1:51
8‑Mar‑2021,Doha,Hard,QF,6,42,Nikoloz Basilashvili [GEO] d. (2)Federer,3-6 6-1 7-5,Roger Federer,Nikoloz Basilashvili,L,,0.87,12.5%,0.0%,68.8%,66.7%,50.0%,7/10,1:50
8‑Mar‑2021,Doha,Hard,R16,6,28,(2)Federer d. Daniel Evans [GBR],7-6(8) 3-6 7-5,Roger Federer,Daniel Evans,W,(ch),1.16,12.4%,0.0%,67.6%,78.9%,52.9%,3/4,2:24
20‑Jan‑2020,Australian Open,Hard,SF,3,2,(2)Novak Djokovic [SRB] d. (3)Federer,7-6(1) 6-4 6-3,Roger Federer,Novak Djokovic,L,(ch),0.76,14.4%,2.9%,65.4%,66.2%,41.7%,7/11,2:18
20‑Jan‑2020,Australian Open,Hard,QF,3,100,(3)Federer d. Tennys Sandgren [USA],6-3 2-6 2-6 7-6(8) 6-3,Roger Federer,Tennys Sandgren,W,(ch),0.93,2.9%,1.8%,65.5%,71.4%,52.5%,10/14,3:31
20‑Jan‑2020,Australian Open,Hard,R16,3,67,(3)Federer d. Marton Fucsovics [HUN],4-6 6-1 6-2 6-2,Roger Federer,Marton Fucsovics,W,(ch),1.36,4.9%,0.0%,61.2%,76.2%,52.5%,7/9,2:11
20‑Jan‑2020,Australian Open,Hard,R32,3,47,(3)Federer d. John Millman [AUS],4-6 7-6(2) 6-4 4-6 7-6(8),Roger Federer,John Millman,W,(ch),1.08,9.4%,3.5%,65.3%,76.6%,50.8%,4/8,4:03
20‑Jan‑2020,Australian Open,Hard,R64,3,41,(3)Federer d. Filip Krajinovic [SRB],6-1 6-4 6-1,Roger Federer,Filip Krajinovic,W,,1.86,20.6%,0.0%,69.1%,76.6%,61.9%,2/3,1:32
20‑Jan‑2020,Australian Open,Hard,R128,3,75,(3)Federer d. Steve Johnson [USA],6-3 6-2 6-2,Roger Federer,Steve Johnson,W,(ch),2.36,16.7%,1.5%,74.2%,81.6%,76.5%,1/1,1:21
11‑Nov‑2019,Tour Finals,Hard,SF,3,6,(6)Stefanos Tsitsipas [GRE] d. (3)Federer,6-3 6-4,Roger Federer,Stefanos Tsitsipas,L,(ch),0.97,5.6%,0.0%,55.6%,70.0%,45.8%,1/4,1:36
11‑Nov‑2019,Tour Finals,Hard,RR,3,2,(3)Federer d. (2)Novak Djokovic [SRB],6-4 6-3,Roger Federer,Novak Djokovic,W,(ch),2.08,24.5%,4.1%,73.5%,80.6%,69.2%,1/1,1:13
11‑Nov‑2019,Tour Finals,Hard,RR,3,5,(5)Dominic Thiem [AUT] d. (3)Federer,7-5 7-5,Roger Federer,Dominic Thiem,L,(ch),0.97,7.4%,0.0%,69.1%,70.2%,47.6%,2/5,1:40
11‑Nov‑2019,Tour Finals,Hard,RR,3,8,(3)Federer d. (8)Matteo Berrettini [ITA],7-6(2) 6-3,Roger Federer,Matteo Berrettini,W,(ch),1.38,11.9%,0.0%,67.2%,77.8%,68.2%,3/3,1:18
21‑Oct‑2019,Basel,Hard,F,3,28,(1)Federer d. (WC)Alex De Minaur [AUS],6-2 6-2,Roger Federer,Alex De Minaur,W,(ch),1.71,8.0%,0.0%,64.0%,78.1%,61.1%,0/0,1:08
21‑Oct‑2019,Basel,Hard,SF,3,7,(1)Federer d. (3)Stefanos Tsitsipas [GRE],6-4 6-4,Roger Federer,Stefanos Tsitsipas,W,(ch),1.60,11.5%,3.8%,57.7%,80.0%,77.3%,1/1,1:18
21‑Oct‑2019,Basel,Hard,QF,3,17,(1)Federer d. (7)Stan Wawrinka [SUI],W/O,Roger Federer,Stan Wawrinka,W,,,,,,,,,
21‑Oct‑2019,Basel,Hard,R16,3,49,(1)Federer d. Radu Albot [MDA],6-0 6-3,Roger Federer,Radu Albot,W,,2.17,12.5%,2.5%,75.0%,76.7%,70.0%,2/2,1:02
21‑Oct‑2019,Basel,Hard,R32,3,112,(1)Federer d. (Q)Peter Gojowczyk [GER],6-2 6-1,Roger Federer,Peter Gojowczyk,W,,1.65,23.5%,3.9%,64.7%,81.8%,38.9%,0/1,0:52
7‑Oct‑2019,Shanghai Masters,Hard,QF,3,6,(5)Alexander Zverev [GER] d. (2)Federer,6-3 6-7(7) 6-3,Roger Federer,Alexander Zverev,L,(ch),0.70,3.3%,0.0%,64.1%,64.4%,57.6%,4/8,2:04
7‑Oct‑2019,Shanghai Masters,Hard,R16,3,14,(2)Federer d. (13)David Goffin [BEL],7-6(7) 6-4,Roger Federer,David Goffin,W,(ch),1.17,9.6%,1.2%,72.3%,71.7%,56.5%,2/3,1:54
7‑Oct‑2019,Shanghai Masters,Hard,R32,3,46,(2)Federer d. Albert Ramos [ESP],6-2 7-6(5),Roger Federer,Albert Ramos,W,,2.40,14.8%,0.0%,79.6%,90.7%,63.6%,0/0,1:24
20‑Sep‑2019,Laver Cup,Hard,RR,3,20,Federer d. John Isner [USA],6-4 7-6(3),Roger Federer,John Isner,W,,,,,,,,,
20‑Sep‑2019,Laver Cup,Hard,RR,3,27,Federer d. Nick Kyrgios [AUS],6-7(5) 7-5 [10-7],Roger Federer,Nick Kyrgios,W,(ch),,,,,,,,
26‑Aug‑2019,US Open,Hard,QF,3,78,Grigor Dimitrov [BUL] d. (3)Federer,3-6 6-4 3-6 6-4 6-2,Roger Federer,Grigor Dimitrov,L,(ch),0.91,4.2%,0.7%,61.1%,73.9%,50.0%,10/15,3:12
26‑Aug‑2019,US Open,Hard,R16,3,15,(3)Federer d. (15)David Goffin [BEL],6-2 6-2 6-0,Roger Federer,David Goffin,W,,2.18,16.1%,4.8%,67.7%,83.3%,40.0%,5/7,1:19
26‑Aug‑2019,US Open,Hard,R32,3,58,(3)Federer d. Daniel Evans [GBR],6-2 6-2 6-1,Roger Federer,Daniel Evans,W,,2.60,16.4%,1.6%,65.6%,80.0%,71.4%,1/2,1:20
26‑Aug‑2019,US Open,Hard,R64,3,99,(3)Federer d. Damir Dzumhur [BIH],3-6 6-2 6-3 6-4,Roger Federer,Damir Dzumhur,W,,1.20,13.4%,3.4%,68.9%,76.8%,43.2%,6/8,2:22
26‑Aug‑2019,US Open,Hard,R128,3,190,(3)Federer d. (Q)Sumit Nagal [IND],4-6 6-1 6-2 6-4,Roger Federer,Sumit Nagal,W,,1.21,9.1%,5.3%,60.6%,71.3%,48.1%,10/13,2:30
12‑Aug‑2019,Cincinnati Masters,Hard,R16,3,70,(Q)Andrey Rublev [RUS] d. (3)Federer,6-3 6-4,Roger Federer,Andrey Rublev,L,(ch),0.68,10.2%,4.1%,65.3%,62.5%,52.9%,1/4,1:01
12‑Aug‑2019,Cincinnati Masters,Hard,R32,3,55,(3)Federer d. (WC)Juan Ignacio Londero [ARG],6-3 6-4,Roger Federer,Juan Ignacio Londero,W,,1.57,17.0%,0.0%,66.0%,77.1%,83.3%,1/1,1:01
1‑Jul‑2019,Wimbledon,Grass,F,3,1,(1)Novak Djokovic [SRB] d. (2)Federer,7-6(5) 1-6 7-6(4) 4-6 13-12(3),Roger Federer,Novak Djokovic,L,(ch),1.14,12.3%,3.0%,62.6%,78.7%,51.3%,5/8,4:57
1‑Jul‑2019,Wimbledon,Grass,SF,3,2,(2)Federer d. (3)Rafael Nadal [ESP],7-6(3) 1-6 6-3 6-4,Roger Federer,Rafael Nadal,W,(ch),1.17,12.1%,0.9%,68.1%,73.4%,62.2%,6/8,3:02
1‑Jul‑2019,Wimbledon,Grass,QF,3,7,(2)Federer d. (8)Kei Nishikori [JPN],4-6 6-1 6-4 6-4,Roger Federer,Kei Nishikori,W,(ch),1.65,11.3%,3.8%,66.0%,81.4%,58.3%,5/6,2:36
1‑Jul‑2019,Wimbledon,Grass,R16,3,20,(2)Federer d. (17)Matteo Berrettini [ITA],6-1 6-2 6-2,Roger Federer,Matteo Berrettini,W,(ch),2.77,8.2%,1.6%,68.9%,88.1%,68.4%,1/1,1:14
1‑Jul‑2019,Wimbledon,Grass,R32,3,28,(2)Federer d. (27)Lucas Pouille [FRA],7-5 6-2 7-6(4),Roger Federer,Lucas Pouille,W,(ch),1.35,5.9%,0.0%,69.6%,76.1%,58.1%,3/4,2:06
1‑Jul‑2019,Wimbledon,Grass,R64,3,169,(2)Federer d. Jay Clarke [GBR],6-1 7-6(3) 6-2,Roger Federer,Jay Clarke,W,(ch),2.62,13.7%,2.7%,63.0%,91.3%,70.4%,2/2,1:37
1‑Jul‑2019,Wimbledon,Grass,R128,3,86,(2)Federer d. Lloyd Harris [RSA],3-6 6-1 6-2 6-2,Roger Federer,Lloyd Harris,W,,2.17,11.5%,1.3%,56.4%,79.5%,79.4%,0/1,1:51
17‑Jun‑2019,Halle,Grass,F,3,33,(1)Federer d. David Goffin [BEL],7-6(2) 6-1,Roger Federer,David Goffin,W,(ch),1.72,12.1%,1.7%,60.3%,82.9%,65.2%,3/3,1:23
17‑Jun‑2019,Halle,Grass,SF,3,43,(1)Federer d. Pierre Hugues Herbert [FRA],6-3 6-3,Roger Federer,Pierre Hugues Herbert,W,,3.36,14.6%,0.0%,68.3%,85.7%,92.3%,0/0,1:02
17‑Jun‑2019,Halle,Grass,QF,3,20,(1)Federer d. (7)Roberto Bautista Agut [ESP],6-3 4-6 6-4,Roger Federer,Roberto Bautista Agut,W,(ch),1.27,4.4%,0.0%,65.6%,76.3%,61.3%,4/5,1:53
17‑Jun‑2019,Halle,Grass,R16,3,77,(1)Federer d. (WC)Jo Wilfried Tsonga [FRA],7-6(5) 4-6 7-5,Roger Federer,Jo Wilfried Tsonga,W,(ch),1.00,7.0%,1.0%,66.0%,75.8%,61.8%,5/7,2:16
17‑Jun‑2019,Halle,Grass,R32,3,57,(1)Federer d. John Millman [AUS],7-6(1) 6-3,Roger Federer,John Millman,W,,1.64,14.3%,7.9%,66.7%,90.5%,52.4%,1/1,1:17
27‑May‑2019,Roland Garros,Clay,SF,3,2,(2)Rafael Nadal [ESP] d. (3)Federer,6-3 6-4 6-2,Roger Federer,Rafael Nadal,L,(ch),0.72,3.2%,1.1%,59.1%,61.8%,39.5%,10/16,2:25
27‑May‑2019,Roland Garros,Clay,QF,3,28,(3)Federer d. (24)Stan Wawrinka [SUI],7-6(4) 4-6 7-6(5) 6-4,Roger Federer,Stan Wawrinka,W,(ch),1.25,3.4%,1.3%,63.1%,77.7%,58.2%,3/5,3:35
27‑May‑2019,Roland Garros,Clay,R16,3,68,(3)Federer d. Leonardo Mayer [ARG],6-2 6-3 6-3,Roger Federer,Leonardo Mayer,W,,2.09,5.7%,0.0%,67.1%,83.0%,69.6%,0/0,1:42
27‑May‑2019,Roland Garros,Clay,R32,3,63,(3)Federer d. Casper Ruud [NOR],6-3 6-1 7-6(8),Roger Federer,Casper Ruud,W,,1.42,11.3%,3.1%,61.9%,80.0%,51.4%,4/5,2:11
27‑May‑2019,Roland Garros,Clay,R64,3,144,(3)Federer d. (LL)Oscar Otte [GER],6-4 6-3 6-4,Roger Federer,Oscar Otte,W,,1.47,6.1%,0.0%,75.6%,75.8%,75.0%,4/4,1:36
27‑May‑2019,Roland Garros,Clay,R128,3,74,(3)Federer d. Lorenzo Sonego [ITA],6-2 6-4 6-4,Roger Federer,Lorenzo Sonego,W,,2.08,7.1%,2.9%,74.3%,84.6%,61.1%,3/4,1:41
13‑May‑2019,Rome Masters,Clay,QF,3,7,(8)Stefanos Tsitsipas [GRE] d. (3)Federer,W/O,Roger Federer,Stefanos Tsitsipas,L,,,,,,,,,
13‑May‑2019,Rome Masters,Clay,R16,3,15,(3)Federer d. (13)Borna Coric [CRO],2-6 6-4 7-6(7),Roger Federer,Borna Coric,W,(ch),0.78,8.3%,1.8%,56.9%,62.9%,59.6%,5/8,2:31
13‑May‑2019,Rome Masters,Clay,R32,3,72,(3)Federer d. Joao Sousa [POR],6-4 6-3,Roger Federer,Joao Sousa,W,,1.70,5.5%,1.8%,56.4%,77.4%,70.8%,7/7,1:20
6‑May‑2019,Madrid Masters,Clay,QF,3,5,(5)Dominic Thiem [AUT] d. (4)Federer,3-6 7-6(11) 6-4,Roger Federer,Dominic Thiem,L,(ch),0.90,5.7%,2.8%,71.7%,78.9%,46.7%,10/12,2:10
6‑May‑2019,Madrid Masters,Clay,R16,3,18,(4)Federer d. (15)Gael Monfils [FRA],6-0 4-6 7-6(3),Roger Federer,Gael Monfils,W,(ch),1.42,4.8%,2.4%,58.3%,75.5%,60.0%,5/8,2:00
6‑May‑2019,Madrid Masters,Clay,R32,3,39,(4)Federer d. Richard Gasquet [FRA],6-2 6-3,Roger Federer,Richard Gasquet,W,,1.46,13.7%,2.0%,52.9%,77.8%,66.7%,0/0,0:52
18‑Mar‑2019,Miami Masters,Hard,F,5,9,(4)Federer d. (7)John Isner [USA],6-1 6-4,Roger Federer,John Isner,W,(ch),5.06,17.1%,2.9%,57.1%,100.0%,80.0%,0/0,1:03
18‑Mar‑2019,Miami Masters,Hard,SF,5,23,(4)Federer d. (20)Denis Shapovalov [CAN],6-2 6-4,Roger Federer,Denis Shapovalov,W,(ch),2.52,4.4%,2.2%,48.9%,90.9%,73.9%,2/2,1:12
18‑Mar‑2019,Miami Masters,Hard,QF,5,7,(4)Federer d. (6)Kevin Anderson [RSA],6-0 6-4,Roger Federer,Kevin Anderson,W,(ch),1.68,7.1%,4.8%,59.5%,80.0%,52.9%,0/1,1:25
18‑Mar‑2019,Miami Masters,Hard,R16,5,15,(4)Federer d. (13)Daniil Medvedev [RUS],6-4 6-2,Roger Federer,Daniil Medvedev,W,(ch),1.71,10.4%,0.0%,68.8%,84.8%,60.0%,3/3,1:01
18‑Mar‑2019,Miami Masters,Hard,R32,5,103,(4)Federer d. Filip Krajinovic [SRB],7-5 6-3,Roger Federer,Filip Krajinovic,W,,1.44,23.7%,1.7%,72.9%,74.4%,56.3%,1/2,1:30
18‑Mar‑2019,Miami Masters,Hard,R64,5,46,(4)Federer d. (Q)Radu Albot [MDA],4-6 7-5 6-3,Roger Federer,Radu Albot,W,(ch),1.39,15.4%,2.2%,61.5%,76.8%,68.6%,3/4,2:08
4‑Mar‑2019,Indian Wells Masters,Hard,F,4,8,(7)Dominic Thiem [AUT] d. (4)Federer,3-6 6-3 7-5,Roger Federer,Dominic Thiem,L,(ch),0.92,3.6%,2.4%,70.2%,71.2%,48.0%,1/4,2:02
4‑Mar‑2019,Indian Wells Masters,Hard,SF,4,2,(4)Federer d. (2)Rafael Nadal [ESP],W/O,Roger Federer,Rafael Nadal,W,,,,,,,,,
4‑Mar‑2019,Indian Wells Masters,Hard,QF,4,67,(4)Federer d. Hubert Hurkacz [POL],6-4 6-4,Roger Federer,Hubert Hurkacz,W,(ch),1.39,6.8%,5.1%,54.2%,84.4%,59.3%,2/2,1:13
4‑Mar‑2019,Indian Wells Masters,Hard,R16,4,23,(4)Federer d. (22)Kyle Edmund [GBR],6-1 6-4,Roger Federer,Kyle Edmund,W,(ch),1.36,9.2%,0.0%,66.2%,79.1%,50.0%,7/7,1:03
4‑Mar‑2019,Indian Wells Masters,Hard,R32,4,40,(4)Federer d. Stan Wawrinka [SUI],6-3 6-4,Roger Federer,Stan Wawrinka,W,,1.86,8.0%,0.0%,68.0%,82.4%,75.0%,0/0,0:59
4‑Mar‑2019,Indian Wells Masters,Hard,R64,4,85,(4)Federer d. Peter Gojowczyk [GER],6-1 7-5,Roger Federer,Peter Gojowczyk,W,,1.62,3.4%,10.3%,55.2%,81.3%,57.7%,6/7,1:17
25‑Feb‑2019,Dubai,Hard,F,7,11,(2)Federer d. (5)Stefanos Tsitsipas [GRE],6-4 6-4,Roger Federer,Stefanos Tsitsipas,W,(ch),1.61,10.9%,0.0%,76.4%,83.3%,61.5%,2/2,1:09
25‑Feb‑2019,Dubai,Hard,SF,7,13,(2)Federer d. (6)Borna Coric [CRO],6-2 6-2,Roger Federer,Borna Coric,W,(ch),2.03,15.9%,2.3%,56.8%,80.0%,68.4%,0/0,1:07
25‑Feb‑2019,Dubai,Hard,QF,7,35,(2)Federer d. Marton Fucsovics [HUN],7-6(6) 6-4,Roger Federer,Marton Fucsovics,W,(ch),1.04,2.5%,2.5%,62.5%,76.0%,43.3%,2/3,1:56
25‑Feb‑2019,Dubai,Hard,R16,7,32,(2)Federer d. Fernando Verdasco [ESP],6-3 3-6 6-3,Roger Federer,Fernando Verdasco,W,(ch),1.17,12.8%,2.6%,70.5%,78.2%,65.2%,2/3,1:34
25‑Feb‑2019,Dubai,Hard,R32,7,31,(2)Federer d. Philipp Kohlschreiber [GER],6-4 3-6 6-1,Roger Federer,Philipp Kohlschreiber,W,,1.51,10.4%,4.5%,71.6%,79.2%,57.9%,1/3,1:35
14‑Jan‑2019,Australian Open,Hard,R16,3,15,(14)Stefanos Tsitsipas [GRE] d. (3)Federer,6-7(11) 7-6(3) 7-5 7-6(5),Roger Federer,Stefanos Tsitsipas,L,(ch),1.03,7.7%,0.0%,67.3%,79.0%,60.8%,2/3,3:45
14‑Jan‑2019,Australian Open,Hard,R32,3,50,(3)Federer d. Taylor Fritz [USA],6-2 7-5 6-2,Roger Federer,Taylor Fritz,W,,2.07,14.3%,4.3%,61.4%,93.0%,63.0%,0/0,1:28
14‑Jan‑2019,Australian Open,Hard,R64,3,189,(3)Federer d. (Q)Daniel Evans [GBR],7-6(5) 7-6(3) 6-3,Roger Federer,Daniel Evans,W,,1.61,11.1%,1.0%,62.6%,83.9%,64.9%,2/3,2:35
14‑Jan‑2019,Australian Open,Hard,R128,3,101,(3)Federer d. Denis Istomin [UZB],6-3 6-4 6-4,Roger Federer,Denis Istomin,W,,1.57,17.1%,2.4%,56.1%,82.6%,66.7%,0/0,1:57
12‑Nov‑2018,Tour Finals,Hard,SF,3,5,(3)Alexander Zverev [GER] d. (2)Federer,7-5 7-6(5),Roger Federer,Alexander Zverev,L,(ch),0.68,4.6%,0.0%,56.9%,78.4%,60.7%,0/2,1:35
12‑Nov‑2018,Tour Finals,Hard,RR,3,9,(7)Kei Nishikori [JPN] d. (2)Federer,7-6(4) 6-3,Roger Federer,Kei Nishikori,L,(ch),0.92,7.1%,7.1%,57.1%,78.1%,54.2%,0/2,1:27
12‑Nov‑2018,Tour Finals,Hard,RR,3,8,(2)Federer d. (6)Dominic Thiem [AUT],6-2 6-3,Roger Federer,Dominic Thiem,W,(ch),2.97,10.5%,0.0%,57.9%,86.4%,81.3%,0/0,1:06
12‑Nov‑2018,Tour Finals,Hard,RR,3,6,(2)Federer d. (4)Kevin Anderson [RSA],6-4 6-3,Roger Federer,Kevin Anderson,W,(ch),1.62,6.0%,2.0%,58.0%,79.3%,61.9%,3/4,1:17
29‑Oct‑2018,Paris Masters,Hard,SF,3,2,(2)Novak Djokovic [SRB] d. (3)Federer,7-6(6) 5-7 7-6(3),Roger Federer,Novak Djokovic,L,(ch),0.79,12.2%,1.4%,66.9%,74.2%,54.3%,12/12,3:02
29‑Oct‑2018,Paris Masters,Hard,QF,3,11,(3)Federer d. (10)Kei Nishikori [JPN],6-4 6-4,Roger Federer,Kei Nishikori,W,,1.93,12.5%,3.6%,51.8%,96.6%,59.3%,1/1,1:19
29‑Oct‑2018,Paris Masters,Hard,R16,3,14,(3)Federer d. (13)Fabio Fognini [ITA],6-4 6-3,Roger Federer,Fabio Fognini,W,,1.57,14.8%,3.7%,50.0%,81.5%,59.3%,4/5,1:13
29‑Oct‑2018,Paris Masters,Hard,R32,3,21,(3)Federer d. Milos Raonic [CAN],W/O,Roger Federer,Milos Raonic,W,,,,,,,,,
22‑Oct‑2018,Basel,Hard,F,3,93,(1)Federer d. (Q)Marius Copil [ROU],7-6(5) 6-4,Roger Federer,Marius Copil,W,(ch),1.60,9.2%,4.6%,52.3%,94.1%,54.8%,3/5,1:34
22‑Oct‑2018,Basel,Hard,SF,3,20,(1)Federer d. (7)Daniil Medvedev [RUS],6-1 6-4,Roger Federer,Daniil Medvedev,W,,1.52,10.9%,9.1%,54.5%,86.7%,40.0%,2/3,1:04
22‑Oct‑2018,Basel,Hard,QF,3,32,(1)Federer d. Gilles Simon [FRA],7-6(1) 4-6 6-4,Roger Federer,Gilles Simon,W,,1.10,13.6%,3.6%,59.1%,70.8%,44.4%,5/10,2:34
22‑Oct‑2018,Basel,Hard,R16,3,52,(1)Federer d. Jan Lennard Struff [GER],6-3 7-5,Roger Federer,Jan Lennard Struff,W,,1.44,11.7%,8.3%,53.3%,78.1%,64.3%,0/1,1:07
22‑Oct‑2018,Basel,Hard,R32,3,35,(1)Federer d. Filip Krajinovic [SRB],6-2 4-6 6-4,Roger Federer,Filip Krajinovic,W,,1.13,10.8%,6.5%,47.3%,70.5%,49.0%,10/14,2:09
8‑Oct‑2018,Shanghai Masters,Hard,SF,2,19,(13)Borna Coric [CRO] d. (1)Federer,6-4 6-4,Roger Federer,Borna Coric,L,(ch),0.53,13.1%,0.0%,67.2%,73.2%,50.0%,5/7,1:13
8‑Oct‑2018,Shanghai Masters,Hard,QF,2,12,(1)Federer d. (8)Kei Nishikori [JPN],6-4 7-6(4),Roger Federer,Kei Nishikori,W,,1.11,11.9%,1.2%,71.4%,65.0%,54.2%,4/6,1:51
8‑Oct‑2018,Shanghai Masters,Hard,R16,2,28,(1)Federer d. Roberto Bautista Agut [ESP],6-3 2-6 6-4,Roger Federer,Roberto Bautista Agut,W,,1.09,9.9%,1.2%,66.7%,68.5%,63.0%,2/5,1:52
8‑Oct‑2018,Shanghai Masters,Hard,R32,2,22,(1)Federer d. Daniil Medvedev [RUS],6-4 4-6 6-4,Roger Federer,Daniil Medvedev,W,(ch),1.26,11.6%,0.0%,70.9%,82.0%,36.0%,1/3,
21‑Sep‑2018,Laver Cup,Hard,RR,2,10,Federer d. John Isner [USA],6-7(5) 7-6(6) [10-7],Roger Federer,John Isner,W,,,,,,,,,
21‑Sep‑2018,Laver Cup,Hard,RR,2,27,Federer d. Nick Kyrgios [AUS],6-3 6-2,Roger Federer,Nick Kyrgios,W,,,,,,,,,
27‑Aug‑2018,US Open,Hard,R16,2,55,John Millman [AUS] d. (2)Federer,3-6 7-5 7-6(7) 7-6(3),Roger Federer,John Millman,L,(ch),0.84,7.5%,5.8%,48.6%,81.0%,47.2%,8/11,3:35
27‑Aug‑2018,US Open,Hard,R32,2,30,(2)Federer d. (30)Nick Kyrgios [AUS],6-4 6-1 7-5,Roger Federer,Nick Kyrgios,W,(ch),1.47,17.4%,1.1%,66.3%,86.9%,48.4%,4/4,1:44
27‑Aug‑2018,US Open,Hard,R64,2,56,(2)Federer d. Benoit Paire [FRA],7-5 6-4 6-4,Roger Federer,Benoit Paire,W,(ch),1.41,5.3%,5.3%,57.9%,74.5%,62.5%,4/6,1:57
27‑Aug‑2018,US Open,Hard,R128,2,177,(2)Federer d. Yoshihito Nishioka [JPN],6-2 6-2 6-4,Roger Federer,Yoshihito Nishioka,W,(ch),1.55,17.1%,3.7%,67.1%,78.2%,48.1%,8/9,1:52
13‑Aug‑2018,Cincinnati Masters,Hard,F,2,10,(10)Novak Djokovic [SRB] d. (2)Federer,6-4 6-4,Roger Federer,Novak Djokovic,L,(ch),0.64,14.3%,5.2%,58.4%,66.7%,46.9%,3/6,1:24
13‑Aug‑2018,Cincinnati Masters,Hard,SF,2,11,(2)Federer d. (11)David Goffin [BEL],7-6(3) 1-1 RET,Roger Federer,David Goffin,W,(ch),1.25,20.0%,4.4%,71.1%,75.0%,69.2%,0/0,1:02
13‑Aug‑2018,Cincinnati Masters,Hard,QF,2,151,(2)Federer d. (WC)Stan Wawrinka [SUI],6-7(2) 7-6(6) 6-2,Roger Federer,Stan Wawrinka,W,(ch),1.71,7.8%,1.1%,55.6%,84.0%,75.0%,0/0,2:16
13‑Aug‑2018,Cincinnati Masters,Hard,R16,2,50,(2)Federer d. Leonardo Mayer [ARG],6-1 7-6(6),Roger Federer,Leonardo Mayer,W,,2.32,18.5%,1.9%,70.4%,89.5%,68.8%,0/0,1:12
13‑Aug‑2018,Cincinnati Masters,Hard,R32,2,47,(2)Federer d. Peter Gojowczyk [GER],6-4 6-4,Roger Federer,Peter Gojowczyk,W,,1.52,19.7%,6.6%,63.9%,79.5%,68.2%,5/5,1:12
2‑Jul‑2018,Wimbledon,Grass,QF,2,8,(8)Kevin Anderson [RSA] d. (1)Federer,2-6 6-7(5) 7-5 6-4 13-11,Roger Federer,Kevin Anderson,L,(ch),1.17,9.6%,0.6%,69.5%,78.9%,59.3%,3/7,4:14
2‑Jul‑2018,Wimbledon,Grass,R16,2,26,(1)Federer d. (22)Adrian Mannarino [FRA],6-0 7-5 6-4,Roger Federer,Adrian Mannarino,W,(ch),2.10,17.1%,0.0%,67.1%,90.2%,52.0%,4/4,1:45
